"B01003_001E","B01003_001M","GEO_ID","NAME"
"Estimate!!Total","Margin of Error!!Total","id","Geographic Area Name"
"141262","*****","0500000US37159","Rowan County, North Carolina"
"66826","*****","0500000US37161","Rutherford County, North Carolina"
"71948","*****","0500000US37171","Surry County, North Carolina"
"235908","*****","0500000US37179","Union County, North Carolina"
"1092305","*****","0500000US37183","Wake County, North Carolina"
"123248","*****","0500000US37191","Wayne County, North Carolina"
"68557","*****","0500000US37193","Wilkes County, North Carolina"
"81455","*****","0500000US37195","Wilson County, North Carolina"
"95273","*****","0500000US38015","Burleigh County, North Dakota"
"181516","*****","0500000US38017","Cass County, North Dakota"
"70770","*****","0500000US38035","Grand Forks County, North Dakota"
"67744","*****","0500000US38101","Ward County, North Dakota"
"102663","*****","0500000US39003","Allen County, Ohio"
"97493","*****","0500000US39007","Ashtabula County, Ohio"
"65818","*****","0500000US39009","Athens County, Ohio"
"67505","*****","0500000US39013","Belmont County, Ohio"
"382378","*****","0500000US39017","Butler County, Ohio"
"134585","*****","0500000US39023","Clark County, Ohio"
"205466","*****","0500000US39025","Clermont County, Ohio"
"102665","*****","0500000US39029","Columbiana County, Ohio"
"1243857","*****","0500000US39035","Cuyahoga County, Ohio"
"204826","*****","0500000US39041","Delaware County, Ohio"
"74615","*****","0500000US39043","Erie County, Ohio"
"155782","*****","0500000US39045","Fairfield County, Ohio"
"1310300","*****","0500000US39049","Franklin County, Ohio"
"94031","*****","0500000US39055","Geauga County, Ohio"
"167995","*****","0500000US39057","Greene County, Ohio"
"816684","*****","0500000US39061","Hamilton County, Ohio"
"75930","*****","0500000US39063","Hancock County, Ohio"
"65767","*****","0500000US39081","Jefferson County, Ohio"
"230514","*****","0500000US39085","Lake County, Ohio"
"175769","*****","0500000US39089","Licking County, Ohio"
"309461","*****","0500000US39093","Lorain County, Ohio"
"429899","*****","0500000US39095","Lucas County, Ohio"
"229642","*****","0500000US39099","Mahoning County, Ohio"
"65256","*****","0500000US39101","Marion County, Ohio"
"179146","*****","0500000US39103","Medina County, Ohio"
"106222","*****","0500000US39109","Miami County, Ohio"
"532331","*****","0500000US39113","Montgomery County, Ohio"
"86183","*****","0500000US39119","Muskingum County, Ohio"
"162927","*****","0500000US39133","Portage County, Ohio"
"121099","*****","0500000US39139","Richland County, Ohio"
"76931","*****","0500000US39141","Ross County, Ohio"
"75502","*****","0500000US39145","Scioto County, Ohio"
"371574","*****","0500000US39151","Stark County, Ohio"
"541918","*****","0500000US39153","Summit County, Ohio"
"198627","*****","0500000US39155","Trumbull County, Ohio"
"92176","*****","0500000US39157","Tuscarawas County, Ohio"
"232173","*****","0500000US39165","Warren County, Ohio"
"115967","*****","0500000US39169","Wayne County, Ohio"
"130696","*****","0500000US39173","Wood County, Ohio"
"144447","*****","0500000US40017","Canadian County, Oklahoma"
"281669","*****","0500000US40027","Cleveland County, Oklahoma"
"120422","*****","0500000US40031","Comanche County, Oklahoma"
"71604","*****","0500000US40037","Creek County, Oklahoma"
"68362","*****","0500000US40101","Muskogee County, Oklahoma"
"792582","*****","0500000US40109","Oklahoma County, Oklahoma"
"82040","*****","0500000US40119","Payne County, Oklahoma"
"72679","*****","0500000US40125","Pottawatomie County, Oklahoma"
"91984","*****","0500000US40131","Rogers County, Oklahoma"
"648360","*****","0500000US40143","Tulsa County, Oklahoma"
"80110","*****","0500000US40145","Wagoner County, Oklahoma"
"92101","*****","0500000US41003","Benton County, Oregon"
"416075","*****","0500000US41005","Clackamas County, Oregon"
"191996","*****","0500000US41017","Deschutes County, Oregon"
"110283","*****","0500000US41019","Douglas County, Oregon"
"219564","*****","0500000US41029","Jackson County, Oregon"
"87393","*****","0500000US41033","Josephine County, Oregon"
"67653","*****","0500000US41035","Klamath County, Oregon"
"379611","*****","0500000US41039","Lane County, Oregon"
"127335","*****","0500000US41043","Linn County, Oregon"
"346868","*****","0500000US41047","Marion County, Oregon"
"811880","*****","0500000US41051","Multnomah County, Oregon"
"85234","*****","0500000US41053","Polk County, Oregon"
"77516","*****","0500000US41059","Umatilla County, Oregon"
"597695","*****","0500000US41067","Washington County, Oregon"
"107002","*****","0500000US41071","Yamhill County, Oregon"
"102811","*****","0500000US42001","Adams County, Pennsylvania"
"1218452","*****","0500000US42003","Allegheny County, Pennsylvania"
"65263","*****","0500000US42005","Armstrong County, Pennsylvania"
"164742","*****","0500000US42007","Beaver County, Pennsylvania"
"420152","*****","0500000US42011","Berks County, Pennsylvania"
"122492","*****","0500000US42013","Blair County, Pennsylvania"
"628195","*****","0500000US42017","Bucks County, Pennsylvania"
"187888","*****","0500000US42019","Butler County, Pennsylvania"
"131730","*****","0500000US42021","Cambria County, Pennsylvania"
"64227","*****","0500000US42025","Carbon County, Pennsylvania"
"162805","*****","0500000US42027","Centre County, Pennsylvania"
"522046","*****","0500000US42029","Chester County, Pennsylvania"
"79388","*****","0500000US42033","Clearfield County, Pennsylvania"
"65456","*****","0500000US42037","Columbia County, Pennsylvania"
"85063","*****","0500000US42039","Crawford County, Pennsylvania"
"251423","*****","0500000US42041","Cumberland County, Pennsylvania"
"277097","*****","0500000US42043","Dauphin County, Pennsylvania"
"564751","*****","0500000US42045","Delaware County, Pennsylvania"
"272061","*****","0500000US42049","Erie County, Pennsylvania"
"130441","*****","0500000US42051","Fayette County, Pennsylvania"
"154835","*****","0500000US42055","Franklin County, Pennsylvania"
"84501","*****","0500000US42063","Indiana County, Pennsylvania"
"210793","*****","0500000US42069","Lackawanna County, Pennsylvania"
"543557","*****","0500000US42071","Lancaster County, Pennsylvania"
"86184","*****","0500000US42073","Lawrence County, Pennsylvania"
"141314","*****","0500000US42075","Lebanon County, Pennsylvania"
"368100","*****","0500000US42077","Lehigh County, Pennsylvania"
"317646","*****","0500000US42079","Luzerne County, Pennsylvania"
"113664","*****","0500000US42081","Lycoming County, Pennsylvania"
"110683","*****","0500000US42085","Mercer County, Pennsylvania"
"169507","*****","0500000US42089","Monroe County, Pennsylvania"
"828604","*****","0500000US42091","Montgomery County, Pennsylvania"
"304807","*****","0500000US42095","Northampton County, Pennsylvania"
"91083","*****","0500000US42097","Northumberland County, Pennsylvania"
"1584138","*****","0500000US42101","Philadelphia County, Pennsylvania"
"142067","*****","0500000US42107","Schuylkill County, Pennsylvania"
"73952","*****","0500000US42111","Somerset County, Pennsylvania"
"207346","*****","0500000US42125","Washington County, Pennsylvania"
"350611","*****","0500000US42129","Westmoreland County, Pennsylvania"
"448273","*****","0500000US42133","York County, Pennsylvania"
"163861","*****","0500000US44003","Kent County, Rhode Island"
"82542","*****","0500000US44005","Newport County, Rhode Island"
"636084","*****","0500000US44007","Providence County, Rhode Island"
"126179","*****","0500000US44009","Washington County, Rhode Island"
"169401","*****","0500000US45003","Aiken County, South Carolina"
"200482","*****","0500000US45007","Anderson County, South Carolina"
"188715","*****","0500000US45013","Beaufort County, South Carolina"
"221091","*****","0500000US45015","Berkeley County, South Carolina"
"405905","*****","0500000US45019","Charleston County, South Carolina"
"66802","*****","0500000US45031","Darlington County, South Carolina"
"160647","*****","0500000US45035","Dorchester County, South Carolina"
"138159","*****","0500000US45041","Florence County, South Carolina"
"514213","*****","0500000US45045","Greenville County, South Carolina"
"70741","*****","0500000US45047","Greenwood County, South Carolina"
"344147","*****","0500000US45051","Horry County, South Carolina"
"65592","*****","0500000US45055","Kershaw County, South Carolina"
"95380","*****","0500000US45057","Lancaster County, South Carolina"
"66994","*****","0500000US45059","Laurens County, South Carolina"
"295032","*****","0500000US45063","Lexington County, South Carolina"
"78374","*****","0500000US45073","Oconee County, South Carolina"
"86934","*****","0500000US45075","Orangeburg County, South Carolina"
"124937","*****","0500000US45077","Pickens County, South Carolina"
"414576","*****","0500000US45079","Richland County, South Carolina"
"313888","*****","0500000US45083","Spartanburg County, South Carolina"
"106512","*****","0500000US45085","Sumter County, South Carolina"
"274118","*****","0500000US45091","York County, South Carolina"
"192876","*****","0500000US46099","Minnehaha County, South Dakota"
"111729","*****","0500000US46103","Pennington County, South Dakota"
"76482","*****","0500000US47001","Anderson County, Tennessee"
"131349","*****","0500000US47009","Blount County, Tennessee"
"106727","*****","0500000US47011","Bradley County, Tennessee"
"692587","*****","0500000US47037","Davidson County, Tennessee"
"69087","*****","0500000US47059","Greene County, Tennessee"
"364286","*****","0500000US47065","Hamilton County, Tennessee"
"465289","*****","0500000US47093","Knox County, Tennessee"
"97605","*****","0500000US47113","Madison County, Tennessee"
"94340","*****","0500000US47119","Maury County, Tennessee"
"205950","*****","0500000US47125","Montgomery County, Tennessee"
"78843","*****","0500000US47141","Putnam County, Tennessee"
"71012","*****","0500000US47147","Robertson County, Tennessee"
"324890","*****","0500000US47149","Rutherford County, Tennessee"
"97892","*****","0500000US47155","Sevier County, Tennessee"
"935764","*****","0500000US47157","Shelby County, Tennessee"
"157668","*****","0500000US47163","Sullivan County, Tennessee"
"187149","*****","0500000US47165","Sumner County, Tennessee"
"128607","*****","0500000US47179","Washington County, Tennessee"
"231729","*****","0500000US47187","Williamson County, Tennessee"
"140625","*****","0500000US47189","Wilson County, Tennessee"
"87092","*****","0500000US48005","Angelina County, Texas"
"86976","*****","0500000US48021","Bastrop County, Texas"
"355642","*****","0500000US48027","Bell County, Texas"
"1986049","*****","0500000US48029","Bexar County, Texas"
"94324","*****","0500000US48037","Bowie County, Texas"
"370200","*****","0500000US48039","Brazoria County, Texas"
"226758","*****","0500000US48041","Brazos County, Texas"
"423908","*****","0500000US48061","Cameron County, Texas"
"1005146","*****","0500000US48085","Collin County, Texas"
"148373","*****","0500000US48091","Comal County, Texas"
"74808","*****","0500000US48099","Coryell County, Texas"
"2637772","*****","0500000US48113","Dallas County, Texas"
"859064","*****","0500000US48121","Denton County, Texas"
"162124","*****","0500000US48135","Ector County, Texas"
"179436","*****","0500000US48139","Ellis County, Texas"
"840758","*****","0500000US48141","El Paso County, Texas"
"787858","*****","0500000US48157","Fort Bend County, Texas"
"337890","*****","0500000US48167","Galveston County, Texas"
"133991","*****","0500000US48181","Grayson County, Texas"
"123707","*****","0500000US48183","Gregg County, Texas"
"163694","*****","0500000US48187","Guadalupe County, Texas"
"4698619","*****","0500000US48201","Harris County, Texas"
"66726","*****","0500000US48203","Harrison County, Texas"
"222631","*****","0500000US48209","Hays County, Texas"
"82299","*****","0500000US48213","Henderson County, Texas"
"865939","*****","0500000US48215","Hidalgo County, Texas"
"96493","*****","0500000US48231","Hunt County, Texas"
"255001","*****","0500000US48245","Jefferson County, Texas"
"171361","*****","0500000US48251","Johnson County, Texas"
"128622","*****","0500000US48257","Kaufman County, Texas"
"86323","*****","0500000US48291","Liberty County, Texas"
"307412","*****","0500000US48303","Lubbock County, Texas"
"254607","*****","0500000US48309","McLennan County, Texas"
"172578","*****","0500000US48329","Midland County, Texas"
"590925","*****","0500000US48339","Montgomery County, Texas"
"65711","*****","0500000US48347","Nacogdoches County, Texas"
"362265","*****","0500000US48355","Nueces County, Texas"
"83572","*****","0500000US48361","Orange County, Texas"
"138371","*****","0500000US48367","Parker County, Texas"
"119648","*****","0500000US48375","Potter County, Texas"
"136271","*****","0500000US48381","Randall County, Texas"
"100657","*****","0500000US48397","Rockwall County, Texas"
"66893","*****","0500000US48409","San Patricio County, Texas"
"230221","*****","0500000US48423","Smith County, Texas"
"2084931","*****","0500000US48439","Tarrant County, Texas"
"137640","*****","0500000US48441","Taylor County, Texas"
"118189","*****","0500000US48451","Tom Green County, Texas"
"1248743","*****","0500000US48453","Travis County, Texas"
"92035","*****","0500000US48469","Victoria County, Texas"
"72480","*****","0500000US48471","Walker County, Texas"
"275910","*****","0500000US48479","Webb County, Texas"
"132064","*****","0500000US48485","Wichita County, Texas"
"566719","*****","0500000US48491","Williamson County, Texas"
"68305","*****","0500000US48497","Wise County, Texas"
"127068","*****","0500000US49005","Cache County, Utah"
"351713","*****","0500000US49011","Davis County, Utah"
"1152633","*****","0500000US49035","Salt Lake County, Utah"
"69907","*****","0500000US49045","Tooele County, Utah"
"622213","*****","0500000US49049","Utah County, Utah"
"171700","*****","0500000US49053","Washington County, Utah"
"256359","*****","0500000US49057","Weber County, Utah"
"164572","*****","0500000US50007","Chittenden County, Vermont"
"108718","*****","0500000US51003","Albemarle County, Virginia"
"237521","*****","0500000US51013","Arlington County, Virginia"
"75457","*****","0500000US51015","Augusta County, Virginia"
"78747","*****","0500000US51019","Bedford County, Virginia"
"348556","*****","0500000US51041","Chesterfield County, Virginia"
"1150795","*****","0500000US51059","Fairfax County, Virginia"
"70675","*****","0500000US51061","Fauquier County, Virginia"
"88355","*****","0500000US51069","Frederick County, Virginia"
"107239","*****","0500000US51085","Hanover County, Virginia"
"329261","*****","0500000US51087","Henrico County, Virginia"
"76397","*****","0500000US51095","James City County, Virginia"
"406850","*****","0500000US51107","Loudoun County, Virginia"
"98985","*****","0500000US51121","Montgomery County, Virginia"
"468011","*****","0500000US51153","Prince William County, Virginia"
"94073","*****","0500000US51161","Roanoke County, Virginia"
"81244","*****","0500000US51165","Rockingham County, Virginia"
"134238","*****","0500000US51177","Spotsylvania County, Virginia"
"149960","*****","0500000US51179","Stafford County, Virginia"
"67846","*****","0500000US51199","York County, Virginia"
"160530","*****","0500000US51510","Alexandria city, Virginia"
"242634","*****","0500000US51550","Chesapeake city, Virginia"
"134313","*****","0500000US51650","Hampton city, Virginia"
"82126","*****","0500000US51680","Lynchburg city, Virginia"
"178626","*****","0500000US51700","Newport News city, Virginia"
"244076","*****","0500000US51710","Norfolk city, Virginia"
"94632","*****","0500000US51740","Portsmouth city, Virginia"
"228783","*****","0500000US51760","Richmond city, Virginia"
"99920","*****","0500000US51770","Roanoke city, Virginia"
"91185","*****","0500000US51800","Suffolk city, Virginia"
"450189","*****","0500000US51810","Virginia Beach city, Virginia"
"201877","*****","0500000US53005","Benton County, Washington"
"77036","*****","0500000US53007","Chelan County, Washington"
"76737","*****","0500000US53009","Clallam County, Washington"
"481857","*****","0500000US53011","Clark County, Washington"
"108987","*****","0500000US53015","Cowlitz County, Washington"
"94347","*****","0500000US53021","Franklin County, Washington"
"97331","*****","0500000US53025","Grant County, Washington"
"73901","*****","0500000US53027","Grays Harbor County, Washington"
"84460","*****","0500000US53029","Island County, Washington"
"2233163","*****","0500000US53033","King County, Washington"
"269805","*****","0500000US53035","Kitsap County, Washington"
"79604","*****","0500000US53041","Lewis County, Washington"
"65507","*****","0500000US53045","Mason County, Washington"
"891299","*****","0500000US53053","Pierce County, Washington"
"128206","*****","0500000US53057","Skagit County, Washington"
"814901","*****","0500000US53061","Snohomish County, Washington"
"514631","*****","0500000US53063","Spokane County, Washington"
"286419","*****","0500000US53067","Thurston County, Washington"
"225685","*****","0500000US53073","Whatcom County, Washington"
"251446","*****","0500000US53077","Yakima County, Washington"
"117123","*****","0500000US54003","Berkeley County, West Virginia"
"93224","*****","0500000US54011","Cabell County, West Virginia"
"67554","*****","0500000US54033","Harrison County, West Virginia"
"180454","*****","0500000US54039","Kanawha County, West Virginia"
"106420","*****","0500000US54061","Monongalia County, West Virginia"
"74254","*****","0500000US54081","Raleigh County, West Virginia"
"84203","*****","0500000US54107","Wood County, West Virginia"
"263378","*****","0500000US55009","Brown County, Wisconsin"
"542364","*****","0500000US55025","Dane County, Wisconsin"
"87847","*****","0500000US55027","Dodge County, Wisconsin"
"104534","*****","0500000US55035","Eau Claire County, Wisconsin"
"103066","*****","0500000US55039","Fond du Lac County, Wisconsin"
"85129","*****","0500000US55055","Jefferson County, Wisconsin"
"169290","*****","0500000US55059","Kenosha County, Wisconsin"
"118230","*****","0500000US55063","La Crosse County, Wisconsin"
"79074","*****","0500000US55071","Manitowoc County, Wisconsin"
"135428","*****","0500000US55073","Marathon County, Wisconsin"
"948201","*****","0500000US55079","Milwaukee County, Wisconsin"
"187365","*****","0500000US55087","Outagamie County, Wisconsin"
"89147","*****","0500000US55089","Ozaukee County, Wisconsin"
"70942","*****","0500000US55097","Portage County, Wisconsin"
"196584","*****","0500000US55101","Racine County, Wisconsin"
"163129","*****","0500000US55105","Rock County, Wisconsin"
"89694","*****","0500000US55109","St. Croix County, Wisconsin"
"115456","*****","0500000US55117","Sheboygan County, Wisconsin"
"103718","*****","0500000US55127","Walworth County, Wisconsin"
"135693","*****","0500000US55131","Washington County, Wisconsin"
"403072","*****","0500000US55133","Waukesha County, Wisconsin"
"171020","*****","0500000US55139","Winnebago County, Wisconsin"
"73055","*****","0500000US55141","Wood County, Wisconsin"
"98976","*****","0500000US56021","Laramie County, Wyoming"
"79115","*****","0500000US56025","Natrona County, Wyoming"
"82114","*****","0500000US72013","Arecibo Municipio, Puerto Rico"
"170480","*****","0500000US72021","Bayamón Municipio, Puerto Rico"
"124434","*****","0500000US72025","Caguas Municipio, Puerto Rico"
"147661","*****","0500000US72031","Carolina Municipio, Puerto Rico"
"83787","*****","0500000US72061","Guaynabo Municipio, Puerto Rico"
"71986","*****","0500000US72097","Mayagüez Municipio, Puerto Rico"
"133191","*****","0500000US72113","Ponce Municipio, Puerto Rico"
"320967","*****","0500000US72127","San Juan Municipio, Puerto Rico"
"71094","*****","0500000US72135","Toa Alta Municipio, Puerto Rico"
"74623","*****","0500000US72137","Toa Baja Municipio, Puerto Rico"
"63746","*****","0500000US72139","Trujillo Alto Municipio, Puerto Rico"
