"B17026_001E","B17026_001M","B17026_002E","B17026_002M","B17026_003E","B17026_003M","B17026_004E","B17026_004M","B17026_005E","B17026_005M","B17026_006E","B17026_006M","B17026_007E","B17026_007M","B17026_008E","B17026_008M","B17026_009E","B17026_009M","B17026_010E","B17026_010M","B17026_011E","B17026_011M","B17026_012E","B17026_012M","B17026_013E","B17026_013M","GEO_ID","NAME"
"Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Under .50","Margin of Error!!Total!!Under .50","Estimate!!Total!!.50 to .74","Margin of Error!!Total!!.50 to .74","Estimate!!Total!!.75 to .99","Margin of Error!!Total!!.75 to .99","Estimate!!Total!!1.00 to 1.24","Margin of Error!!Total!!1.00 to 1.24","Estimate!!Total!!1.25 to 1.49","Margin of Error!!Total!!1.25 to 1.49","Estimate!!Total!!1.50 to 1.74","Margin of Error!!Total!!1.50 to 1.74","Estimate!!Total!!1.75 to 1.84","Margin of Error!!Total!!1.75 to 1.84","Estimate!!Total!!1.85 to 1.99","Margin of Error!!Total!!1.85 to 1.99","Estimate!!Total!!2.00 to 2.99","Margin of Error!!Total!!2.00 to 2.99","Estimate!!Total!!3.00 to 3.99","Margin of Error!!Total!!3.00 to 3.99","Estimate!!Total!!4.00 to 4.99","Margin of Error!!Total!!4.00 to 4.99","Estimate!!Total!!5.00 and over","Margin of Error!!Total!!5.00 and over","id","Geographic Area Name"
"24156","1640","364","262","98","119","264","205","745","382","729","331","854","395","498","377","247","184","4099","1034","4412","1097","2499","645","9347","1114","0500000US53029","Island County, Washington"
"536144","8267","10738","1945","7604","1730","11154","2045","7912","1564","9400","1962","10179","2176","5357","1429","6737","1315","50129","3900","56943","3727","54213","3678","305778","5796","0500000US53033","King County, Washington"
"70776","2360","2225","811","772","316","1305","630","1602","923","746","403","1995","664","732","402","1510","737","10455","1461","7524","1125","10407","1627","31503","2141","0500000US53035","Kitsap County, Washington"
"20221","1315","601","387","671","636","280","171","930","427","707","371","556","352","91","104","716","380","4498","970","2834","804","2597","759","5740","895","0500000US53041","Lewis County, Washington"
"15168","1816","420","303","480","410","415","466","594","470","453","329","810","511","550","479","183","178","2375","949","2086","692","2061","772","4741","1100","0500000US53045","Mason County, Washington"
"223206","4192","6021","1370","2692","891","2998","755","5733","1188","6213","1509","7408","1550","2332","765","3792","1021","34439","2799","33990","2574","26183","2557","91405","3620","0500000US53053","Pierce County, Washington"
"33216","1663","616","297","616","295","452","310","188","148","1348","753","1379","552","390","267","960","566","6066","1101","4494","1031","4568","984","12139","1274","0500000US53057","Skagit County, Washington"
"211582","3919","4585","1214","2478","897","3975","1156","2878","815","4301","1229","5119","1450","2485","973","3478","986","24376","2260","30548","2569","24202","2769","103157","4322","0500000US53061","Snohomish County, Washington"
"129299","3749","3889","1107","2534","1008","3845","1122","5085","1625","4993","1158","5774","1170","2003","696","2740","857","20184","2108","19482","2195","20276","1862","38494","2476","0500000US53063","Spokane County, Washington"
"73809","2759","1724","829","814","592","876","458","1915","678","2911","1186","2191","877","977","446","903","580","10126","1537","11893","1518","10017","1528","29462","1902","0500000US53067","Thurston County, Washington"
"52754","2905","1716","894","289","252","2571","987","562","410","2531","1060","1892","797","387","281","1304","665","7677","1485","7656","1480","6580","1308","19589","2008","0500000US53073","Whatcom County, Washington"
"60727","2096","2269","689","2746","940","2723","714","4527","896","3792","1038","3219","853","1072","628","2151","695","11915","1609","8643","1449","6253","1199","11417","1302","0500000US53077","Yakima County, Washington"
"29077","2209","590","512","687","508","948","553","731","618","460","428","1818","837","710","466","431","324","5833","1391","4663","1387","3547","950","8659","1525","0500000US54003","Berkeley County, West Virginia"
"20673","1350","1257","600","658","387","483","353","936","533","1047","651","917","547","338","266","248","209","4266","977","3509","990","1908","790","5106","1088","0500000US54011","Cabell County, West Virginia"
"16051","1333","769","464","584","330","758","393","577","267","527","275","758","383","113","122","135","159","2532","711","2773","802","2181","627","4344","827","0500000US54033","Harrison County, West Virginia"
"45228","2363","2627","784","1554","585","2113","826","1959","665","1465","735","1900","909","718","396","1104","596","9110","1526","5482","1240","4825","1137","12371","1472","0500000US54039","Kanawha County, West Virginia"
"21507","1304","545","350","656","388","252","227","719","446","484","376","674","455","319","281","657","403","3304","806","2734","751","2115","665","9048","1137","0500000US54061","Monongalia County, West Virginia"
"19889","1605","1582","676","691","485","1195","647","815","464","775","594","729","527","489","464","556","389","4762","1101","2697","840","1958","678","3640","948","0500000US54081","Raleigh County, West Virginia"
"22130","1538","970","566","804","459","631","362","1443","510","877","511","1211","648","480","280","415","297","3761","745","3419","991","2257","632","5862","1037","0500000US54107","Wood County, West Virginia"
"66181","2555","1344","565","958","489","1561","559","1403","437","1768","599","3031","1284","1133","604","1031","445","11619","1530","10544","1665","8887","1371","22902","1816","0500000US55009","Brown County, Wisconsin"
"127612","3453","2448","1027","1225","590","1622","607","2341","908","2159","819","2776","816","2115","875","2128","880","12521","1575","19100","2197","17095","1538","62082","2988","0500000US55025","Dane County, Wisconsin"
"23524","1230","257","189","288","187","936","546","893","422","565","208","415","179","174","123","540","242","5110","807","3917","784","3723","740","6706","750","0500000US55027","Dodge County, Wisconsin"
"22752","1382","650","367","88","85","158","158","343","238","282","249","602","344","378","246","225","198","3742","889","4616","808","3905","768","7763","1110","0500000US55035","Eau Claire County, Wisconsin"
"26010","1488","674","443","872","572","594","390","260","234","733","485","616","361","381","297","278","200","4892","738","5188","742","3766","900","7756","1216","0500000US55039","Fond du Lac County, Wisconsin"
"22536","1303","695","428","632","506","123","150","759","402","191","149","523","271","342","284","571","275","3436","816","3742","718","3591","668","7931","941","0500000US55055","Jefferson County, Wisconsin"
"41835","2193","1333","641","1039","498","1170","521","382","277","1652","647","1595","616","1109","547","420","293","5528","1251","6233","1180","5855","1162","15519","1499","0500000US55059","Kenosha County, Wisconsin"
"26812","1610","183","206","232","258","293","248","511","331","694","321","837","370","347","324","312","198","4721","893","4744","940","3798","820","10140","1123","0500000US55063","La Crosse County, Wisconsin"
"21201","1116","604","328","678","364","341","245","646","306","637","325","566","205","571","370","437","210","3948","740","4050","730","2944","595","5779","714","0500000US55071","Manitowoc County, Wisconsin"
"37425","1492","531","252","263","162","674","316","1125","495","1060","512","1301","502","494","231","746","281","7421","987","6440","1011","5380","847","11990","1226","0500000US55073","Marathon County, Wisconsin"
"218292","4730","11886","1949","8462","1573","10504","1720","10737","1706","8937","1456","8083","1306","4835","1349","6152","1170","35669","2386","30214","2276","22294","2023","60519","3182","0500000US55079","Milwaukee County, Wisconsin"
"50437","1766","572","341","1210","677","952","458","991","464","1118","516","2182","637","411","214","1212","556","8661","1130","8369","1026","6375","812","18384","1679","0500000US55087","Outagamie County, Wisconsin"
"25444","1445","254","189","185","192","102","126","458","384","333","243","604","401","20","34","859","688","2456","584","2959","818","4002","1024","13212","1370","0500000US55089","Ozaukee County, Wisconsin"
"17499","1065","405","220","380","290","208","192","333","173","676","480","276","140","167","164","367","214","3121","769","2874","636","2863","518","5829","872","0500000US55097","Portage County, Wisconsin"
"50339","2143","2544","945","1041","508","708","405","1574","634","2236","872","1595","736","961","464","1233","463","7030","1149","7208","1244","7210","1339","16999","1220","0500000US55101","Racine County, Wisconsin"
"40744","1684","1465","694","559","289","1189","609","1263","656","1433","520","1019","435","1243","607","793","396","7836","1335","6372","964","5653","861","11919","1233","0500000US55105","Rock County, Wisconsin"
"24646","1101","423","313","37","32","195","129","378","251","344","238","635","377","333","269","770","621","3482","857","4093","760","3334","784","10622","983","0500000US55109","St. Croix County, Wisconsin"
"29351","1699","592","358","322","254","307","206","917","408","511","323","758","308","484","320","895","455","5298","894","6352","1290","4107","844","8808","964","0500000US55117","Sheboygan County, Wisconsin"
"26923","1869","390","220","668","408","565","420","869","535","1037","507","611","318","485","307","536","354","4409","916","4996","933","3811","937","8546","878","0500000US55127","Walworth County, Wisconsin"
"38313","1585","636","432","205","197","56","51","980","523","564","310","1190","559","544","415","791","356","4977","979","5392","1128","5575","1063","17403","1350","0500000US55131","Washington County, Wisconsin"
"110134","2563","1094","487","1218","741","808","363","1085","490","1853","734","1658","575","595","251","1305","573","10764","1374","13768","1467","12944","1569","63042","2218","0500000US55133","Waukesha County, Wisconsin"
"41338","1977","958","475","684","298","692","359","996","501","1442","657","1184","628","779","653","1477","661","7175","1139","6645","1047","5900","1046","13406","1095","0500000US55139","Winnebago County, Wisconsin"
"19775","1318","527","289","501","287","609","405","1051","466","459","265","632","342","638","406","549","353","2911","941","2758","611","3609","782","5531","823","0500000US55141","Wood County, Wisconsin"
"25836","1780","743","474","220","216","513","456","975","601","489","306","746","461","302","264","141","164","3586","999","3672","975","4859","1046","9590","1682","0500000US56021","Laramie County, Wyoming"
"20266","1475","520","359","328","295","476","338","271","206","526","357","1154","528","448","344","634","335","3932","903","2238","577","2308","739","7431","1172","0500000US56025","Natrona County, Wyoming"
"20820","1711","4390","999","2672","771","1483","579","2208","661","1892","642","1891","698","535","392","451","309","2929","795","1280","528","553","339","536","274","0500000US72013","Arecibo Municipio, Puerto Rico"
"43141","1962","7136","1034","2986","723","3749","858","2916","773","3812","866","2764","669","1324","485","1095","434","8036","1234","4395","732","2444","687","2484","666","0500000US72021","Bayamón Municipio, Puerto Rico"
"31241","2005","5570","1101","2142","706","2266","736","1625","619","2599","779","2234","762","1167","642","1029","470","6485","1285","2340","905","1412","619","2372","734","0500000US72025","Caguas Municipio, Puerto Rico"
"40612","2817","7514","1665","2389","1184","3194","988","3520","1131","3252","867","2636","855","1727","669","1267","598","6551","1336","3473","946","2183","889","2906","791","0500000US72031","Carolina Municipio, Puerto Rico"
"17947","1776","1248","601","1587","712","1163","492","937","521","1259","641","971","478","587","512","801","399","2570","742","1980","945","1171","538","3673","1034","0500000US72061","Guaynabo Municipio, Puerto Rico"
"16748","1494","4948","1083","2032","711","1258","563","1379","497","1205","503","937","418","369","263","612","395","2069","742","771","279","225","181","943","436","0500000US72097","Mayagüez Municipio, Puerto Rico"
"34737","2154","8045","1298","4058","1093","4277","858","3041","726","2467","642","2225","839","616","393","1182","534","4408","997","2080","678","1174","539","1164","461","0500000US72113","Ponce Municipio, Puerto Rico"
"83520","3458","18712","2130","6547","1241","5233","1110","4158","1000","5008","1180","5511","1196","1753","757","2127","721","12337","1829","7394","1248","4650","1110","10090","1443","0500000US72127","San Juan Municipio, Puerto Rico"
"16232","1616","2353","769","989","572","1223","556","1615","586","1470","602","1097","572","209","205","517","359","3264","1037","1352","591","999","504","1144","620","0500000US72135","Toa Alta Municipio, Puerto Rico"
"18440","1525","2934","793","1031","498","1941","641","1635","719","1835","651","1061","392","219","168","634","384","4667","1113","919","464","543","315","1021","585","0500000US72137","Toa Baja Municipio, Puerto Rico"
