id,dialup,broadband,no_internet,i_under_050,i_050_074,i_075_099,i_100_124,i_125_149,i_150_174,i_175_184,i_185_199,i_200_299,i_300_399,i_400_499,i_500_over
42125,588,71892,3989,1414,839,767,1153,1489,1436,821,1883,7793,7821,7936,20702
42129,675,124986,8459,2700,1511,1385,1331,3288,3421,1477,1681,16163,15411,14063,34634
42133,952,144360,12565,3933,1372,1949,3328,3960,3811,1666,2466,20075,18558,15784,43429
44003,70,58644,3936,983,180,357,922,1535,939,281,429,7598,6180,5269,17660
44005,193,29963,1580,253,243,470,270,630,528,0,300,2111,1719,1957,12081
44007,289,193249,14096,7296,4500,5940,4662,4843,5262,2277,3176,17655,20603,17243,45226
44009,65,44133,1226,438,340,878,720,527,224,107,395,3346,4477,3870,18274
45003,278,56142,5321,1490,455,2197,1192,2903,1464,580,793,7901,7666,4645,13570
45007,84,63202,7510,1815,1748,1360,1368,2513,2420,941,1161,9764,9659,6025,13635
45013,39,66885,4167,1633,1166,1597,749,2125,1454,1596,1486,8480,6606,5771,19844
45015,79,64857,7868,1722,1220,2142,1571,2518,2564,986,736,8275,9642,7229,16405
45019,236,133287,17561,3360,2045,4150,3318,3353,3742,1152,1244,11432,8811,9726,40764
45031,92,15596,4084,1415,882,562,587,1276,981,366,284,2395,1988,1907,2679
45035,7,48338,5230,1518,661,1338,1623,607,932,893,567,6111,6851,4367,14395
45041,77,36158,7918,1811,860,1394,1847,1918,1598,365,968,7032,5333,2683,8390
45045,400,165260,10924,4354,1768,3166,4456,4179,4762,2120,3071,18743,19620,15444,43200
45047,124,20859,2549,1227,728,380,439,1374,384,987,925,3713,2911,2936,2696
45051,763,109307,12314,3749,1951,2665,2536,3187,3819,1281,3113,14808,14595,9696,20577
45055,0,21068,1446,1325,420,641,533,1168,953,465,731,3234,2362,1877,3448
45057,260,30077,2479,1077,892,1242,718,1133,889,270,309,4151,4580,2573,9147
45059,37,18699,2120,1226,547,664,788,1158,1029,282,768,3902,2149,2173,2865
45063,24,99979,6200,2754,2160,2688,2907,2531,3354,1273,1243,13356,11716,9123,23522
45073,48,23196,3582,1070,680,505,519,474,720,701,467,3715,2689,2778,5429
45075,183,23930,4393,1716,1034,1739,710,1674,755,416,917,4372,2864,1601,2867
45077,286,37553,5109,564,666,816,946,1552,1716,946,850,4623,5058,2598,8469
45079,0,128733,15253,4578,2683,2577,3536,4730,4580,2137,1818,16101,9747,12969,27254
45083,327,93689,9482,3595,879,3359,3165,2999,4380,1110,1952,15630,14509,8743,20123
45085,46,31707,3599,1425,1058,1636,1837,1997,1073,578,976,6029,3604,2339,6110
45091,46,88906,5623,1478,836,1559,2199,2680,1711,1354,1408,9333,10250,9150,25684
46099,0,65721,5647,803,840,1521,1212,1341,1607,1313,962,7836,9235,6319,14117
46103,10,37097,3866,768,974,944,1122,336,859,76,887,4646,3770,4241,9126
47001,124,24865,1840,986,680,1057,943,686,1040,232,131,2970,3317,1553,5183
47009,166,41782,4366,1255,484,1112,1257,1993,924,784,1079,7852,5888,5726,10030
47011,266,31809,2627,1202,466,1044,1027,1701,1406,635,330,5980,3533,3488,5440
47037,187,253171,13356,8110,4954,7400,6207,7078,4043,4428,3985,19643,20069,18008,55900
47059,0,21332,2514,963,476,609,1348,1454,1172,89,752,2869,3701,1578,4084
47065,167,124129,8292,3511,2444,1728,3935,2556,2395,1898,2506,14406,14212,12575,29500
47093,95,155426,14483,4182,2652,2415,3085,5031,3521,2076,2506,19693,17364,13912,39452
47113,0,32866,2620,2050,871,997,933,1152,564,100,654,4805,2441,3202,7188
47119,53,28962,2455,616,1042,736,1100,604,1484,675,710,5071,3714,2392,6586
47125,329,66103,3447,1840,1599,2109,1974,3332,2781,902,2787,9080,8644,4907,12430
47141,0,27272,3132,285,366,741,465,1920,1437,756,908,4017,3033,2816,4486
47147,54,22698,1485,555,345,916,658,695,457,494,735,2910,3733,2984,6522
47149,185,103156,6634,2020,1687,1583,2531,3019,2841,1103,1754,14711,13167,12208,23152
47155,91,29896,3064,1057,907,772,1446,1352,1090,582,1108,6383,3590,2445,5090
47157,1194,266303,31832,16175,10103,8405,9134,8332,10291,3837,5080,31213,28026,21160,62463
47163,56,51466,5283,2410,1131,2595,1135,1350,1620,557,1487,7056,5924,4761,9560
47165,0,60564,3150,1284,1215,922,733,1824,1660,847,1196,8134,7106,6020,18366
47179,149,44183,4651,1274,398,1423,2068,1142,1640,212,310,6638,4943,4782,9351
47187,0,76653,1782,584,331,515,617,633,575,345,1538,5395,7022,8744,37645
47189,10,44710,4502,1659,354,167,1038,872,965,440,511,6032,5871,4376,15956
48005,21,25751,1533,1397,407,1414,990,2065,1558,805,656,3007,3121,2618,3577
48021,0,21117,1499,1015,1054,306,537,371,574,337,574,2277,2761,2909,6143
48027,169,106185,7580,3585,3002,1951,3876,4567,4486,2157,1334,16003,11874,8583,22365
48029,461,531028,68335,19456,15859,19010,17035,19570,18058,7006,10984,67337,57169,46946,113088
48037,13,25540,3209,2208,899,846,921,744,1136,820,732,3882,2498,2884,5981
48039,35,107879,4807,2398,1735,1991,2181,2455,2323,1856,1301,11946,14764,9439,34193
48041,0,67839,9742,1492,2061,1446,2117,1596,1782,470,842,6586,5502,4014,14365
48061,39,68239,35195,9426,7076,8803,7355,7259,6401,2279,3615,15955,12051,6755,12095
48085,482,322837,15918,5731,2649,3009,4751,5610,4637,1819,3057,27264,29133,32059,133325
48091,172,47521,2330,1049,303,290,1208,1518,1857,205,508,4828,4552,4514,17551
48099,22,18120,1274,697,671,522,1056,1051,1104,363,453,2128,2499,2000,1952
48113,954,768840,88022,25754,16849,22277,30457,28266,32864,13668,17651,100020,78328,57033,178200
48121,114,278643,12840,4258,1905,2928,3804,3439,3982,1885,3053,23036,28995,25766,109355
48135,0,44882,5408,1415,690,1300,1062,2614,1701,485,1000,5322,6190,4513,12691
48139,120,53873,2557,970,773,1197,1174,2183,686,548,579,7235,7951,4903,17890
48141,463,211900,30490,11362,11722,10696,12812,12982,12047,4767,8031,34382,23670,13865,33891
48157,535,227570,10305,5142,2895,4824,4541,5062,5805,1974,2965,23950,26302,23975,91711
48167,880,105769,7267,3085,2561,2037,1583,3133,2800,978,1836,9183,11238,9861,34662
48181,156,34328,10754,1292,437,828,888,1572,2027,741,1516,4403,5595,4597,7941
48183,0,37492,3638,1223,1228,681,642,1429,1128,338,690,4486,6371,2741,8555
48187,103,48377,2769,661,665,1068,1102,1089,1315,840,664,6255,5661,6000,16248
48201,1724,1373187,119413,62252,39357,47679,53352,55314,49992,23176,26157,171984,134530,101535,337498
48203,0,14703,5201,701,241,257,1101,1177,866,132,252,2307,2463,2087,4182
48209,0,66294,5883,1337,532,1837,887,1472,731,640,1429,6367,7953,6503,18654
48213,0,24659,1945,1206,1242,853,636,1057,1719,345,705,2994,3071,1887,5065
48215,240,159621,39461,20984,15033,16925,13962,13399,10306,3635,5740,30157,21309,13443,25277
48231,53,27967,3588,553,670,647,1001,804,1228,685,418,4429,3153,2949,6982
48245,83,70083,11354,4642,1609,2293,3104,2671,4253,883,1039,8121,8292,6807,15235
48251,142,52910,2901,1351,1560,850,890,1530,2824,1070,933,7745,7969,5041,13094
48257,0,31370,4145,1104,702,1211,737,935,1271,276,426,5238,5268,3735,9816
48291,0,21422,1859,707,144,464,649,822,691,212,1108,4434,2348,2762,3725
48303,111,93963,13342,2349,2366,2574,2671,3454,2658,1662,2260,12758,9905,7236,21305
48309,303,73029,8217,4702,1957,2322,4088,2055,2925,1124,1231,9537,8581,6091,16095
48329,0,49309,5047,579,1223,1036,852,733,1550,459,938,4879,4938,4635,16795
48339,162,185554,9936,4229,2070,4045,4700,6021,3660,1741,2515,19664,17432,15975,65275
48347,15,18401,2084,969,338,560,593,835,532,283,676,2498,2439,1234,3760
48355,216,108097,8440,5516,3667,2769,2878,5488,4465,1738,2572,13945,13019,7731,24101
48361,0,25591,1384,764,150,682,352,787,1049,336,370,3137,3806,2770,6081
48367,0,39145,4744,385,471,676,584,1536,810,756,681,5156,4139,3351,15776
48375,0,34787,6211,1902,939,1778,2237,2106,1728,452,1113,5480,3797,1715,5314
48381,44,44903,2664,391,486,624,221,728,822,473,567,5642,6177,5980,12041
48397,0,33197,728,1217,249,165,66,131,889,431,1268,3553,3647,3519,14228
48409,0,16756,2373,957,684,752,677,752,696,119,385,2966,2206,2192,3849
48423,22,65461,7421,3286,1431,1827,1384,1556,2561,729,1813,8826,8243,5748,17278
48439,893,651809,40555,18249,12903,15781,20769,18702,19721,8849,12891,74365,67640,56282,176766
48441,0,41157,4586,1714,1084,971,2190,1099,1132,473,992,5499,5859,3304,8371
48451,40,34185,5538,1416,728,1125,1598,605,1539,299,407,6061,4053,3159,7336
48453,580,443066,27508,9169,6871,7570,7327,7980,9093,4712,4680,32187,31223,25963,134692
48469,0,22035,5302,643,829,1357,1114,620,815,442,274,3678,2966,2796,6280
48471,74,18715,1880,1187,466,661,499,442,25,302,401,2382,1742,1292,3955
48479,89,53106,11475,4763,3837,4898,3512,3802,3699,2039,2034,10012,6157,4816,9639
48485,232,37449,4635,1592,1100,1343,1769,1329,1445,440,779,4207,5162,4086,7311
48491,217,172745,7757,2639,953,2162,3679,3024,3456,2274,2169,16624,17234,17561,63954
48497,9,18619,2868,225,290,497,169,524,533,140,466,3716,2769,2335,5693
49005,0,34836,3093,1474,615,1295,1401,1603,1167,849,270,6070,5203,3308,6391
49011,239,96774,5228,2050,530,860,1654,2066,2730,1136,1325,12973,15601,12022,30145
49035,1059,344570,21756,5656,4527,4818,6603,8158,8793,4366,5170,43739,40407,33219,99723
49045,112,18512,802,210,361,171,327,372,400,456,394,2895,3993,2455,3928
49049,324,153274,14467,3131,2788,2617,4573,4326,6250,3235,3672,28386,26052,19226,36117
49053,182,53047,3973,1238,682,828,2406,2053,2494,798,1484,7607,7538,5816,11184
49057,195,77091,4179,1226,1203,1614,1438,2386,2344,1207,1263,11846,11277,8570,18850
50007,90,56053,6315,630,489,821,448,411,669,229,597,3993,4658,5988,18735
51003,171,37067,2632,871,726,117,414,425,945,214,365,3304,3403,2752,13095
51013,438,99900,4298,620,496,964,372,1869,1068,282,365,2989,4252,2886,35735
51015,94,22889,3324,436,259,362,528,630,949,278,413,3109,4071,2750,6843
51019,448,25966,1979,523,396,608,261,357,704,276,501,4359,3223,3937,6620
51041,180,115873,4532,2065,813,1736,2003,2685,2350,1456,1328,12054,13953,13329,39904
51059,320,377254,8936,3001,3291,4398,4612,5356,5190,2953,3582,19917,25115,25028,182433
51061,75,23194,761,228,264,26,468,242,434,12,112,1800,2841,1869,9983
51069,39,26757,1904,389,299,335,344,457,560,316,683,3600,3487,2826,10477
51085,71,35096,2275,686,123,341,497,448,619,211,218,2934,3435,4351,15854
51087,360,114521,6079,2057,1082,2083,1403,3014,2111,409,1006,11997,10284,10113,35944
51095,157,24564,4071,588,464,185,663,381,62,187,80,2451,2763,1781,12100
51107,238,126973,3332,994,268,1470,758,1985,2704,197,660,6091,7634,7940,72363
51121,0,30085,1835,677,805,160,468,173,784,330,554,2624,2587,1517,7274
51153,107,137529,2956,1782,1501,1787,1712,3579,2749,802,2446,11214,11906,13695,57598
51161,193,31662,2868,0,246,584,423,1013,451,412,226,3522,4232,3609,10602
51165,123,24798,2986,526,285,372,409,1370,624,583,458,4228,4455,2936,6151
51177,138,40952,2559,540,906,428,680,1109,1231,159,377,4548,4492,5237,15389
51179,133,46197,1056,354,643,216,523,609,1232,498,809,3894,4876,4276,21316
51199,0,21465,1946,440,277,0,296,273,186,83,395,1363,2407,2305,8738
51510,0,65929,1699,1487,750,1273,917,396,659,337,291,3368,2577,2043,21382
51550,0,78621,3009,1963,889,889,2034,2129,1791,981,1295,8554,7756,8641,26826
51650,137,42125,7559,1828,721,898,328,1274,569,803,1515,6282,4036,3419,9749
51680,84,23660,1776,648,684,169,832,365,1106,111,258,2088,2474,1708,4068
51700,179,45038,19658,1230,1118,1476,1842,1882,1838,901,1543,8386,4739,4297,12572
51710,210,75564,6965,2491,1724,2824,3448,1345,2764,421,1477,9340,7041,5755,12715
51740,177,28469,2622,1467,323,907,629,1053,1589,246,394,4595,1387,2797,4571
51760,34,71111,10976,3216,897,1804,695,2288,1590,407,1165,6533,4672,3058,14152
51770,28,30224,4444,1590,898,772,908,1142,1722,557,676,4648,2305,2329,5091
51800,56,28164,3395,746,429,395,599,469,1168,69,493,3346,3207,2782,10731
51810,70,156919,8053,2655,1110,1528,1391,2607,3400,1170,2236,17673,16369,18455,48084
53005,249,61743,5792,1168,496,1515,2068,1131,1501,877,1231,7417,6999,6226,18307
53007,0,26282,3097,99,473,784,1163,648,1258,94,1010,4436,2230,2238,5889
53009,203,29011,736,618,342,678,720,222,941,339,497,3403,2922,3046,7836
53011,739,163346,6668,3512,1410,1853,3305,2631,2887,1508,3052,19281,20026,14815,50325
53015,45,35953,3446,1279,726,394,784,1372,1063,323,1475,4102,4869,3535,8154
53021,29,24517,1208,923,579,870,663,1417,850,288,902,4664,2129,2524,5556
53025,43,26623,1424,825,242,513,1469,1365,1141,499,664,2900,4854,2297,4563
53027,85,23042,1890,609,751,233,577,1381,698,477,998,3098,3071,1660,3835
53029,244,31322,1273,364,98,264,745,729,854,498,247,4099,4412,2499,9347
53033,1569,824588,34892,10738,7604,11154,7912,9400,10179,5357,6737,50129,56943,54213,305778
53035,449,96965,3430,2225,772,1305,1602,746,1995,732,1510,10455,7524,10407,31503
53041,94,25829,1915,601,671,280,930,707,556,91,716,4498,2834,2597,5740
53045,28,22812,1209,420,480,415,594,453,810,550,183,2375,2086,2061,4741
53053,498,290968,20539,6021,2692,2998,5733,6213,7408,2332,3792,34439,33990,26183,91405
53057,152,43293,2171,616,616,452,188,1348,1379,390,960,6066,4494,4568,12139
53061,422,277806,11780,4585,2478,3975,2878,4301,5119,2485,3478,24376,30548,24202,103157
53063,301,183332,9202,3889,2534,3845,5085,4993,5774,2003,2740,20184,19482,20276,38494
53067,359,97646,5982,1724,814,876,1915,2911,2191,977,903,10126,11893,10017,29462
53073,61,75443,6138,1716,289,2571,562,2531,1892,387,1304,7677,7656,6580,19589
53077,307,69122,6542,2269,2746,2723,4527,3792,3219,1072,2151,11915,8643,6253,11417
54003,100,37759,4064,590,687,948,731,460,1818,710,431,5833,4663,3547,8659
54011,148,29796,3932,1257,658,483,936,1047,917,338,248,4266,3509,1908,5106
54033,0,20687,2893,769,584,758,577,527,758,113,135,2532,2773,2181,4344
54039,254,61482,7673,2627,1554,2113,1959,1465,1900,718,1104,9110,5482,4825,12371
54061,177,36205,2009,545,656,252,719,484,674,319,657,3304,2734,2115,9048
54081,97,22303,3271,1582,691,1195,815,775,729,489,556,4762,2697,1958,3640
54107,204,28228,2974,970,804,631,1443,877,1211,480,415,3761,3419,2257,5862
55009,542,89090,5906,1344,958,1561,1403,1768,3031,1133,1031,11619,10544,8887,22902
55025,1363,200875,13512,2448,1225,1622,2341,2159,2776,2115,2128,12521,19100,17095,62082
55027,127,30062,1413,257,288,936,893,565,415,174,540,5110,3917,3723,6706
55035,109,35630,1855,650,88,158,343,282,602,378,225,3742,4616,3905,7763
55039,129,33418,2271,674,872,594,260,733,616,381,278,4892,5188,3766,7756
55055,183,28310,2252,695,632,123,759,191,523,342,571,3436,3742,3591,7931
55059,158,55043,2806,1333,1039,1170,382,1652,1595,1109,420,5528,6233,5855,15519
55063,296,40767,2922,183,232,293,511,694,837,347,312,4721,4744,3798,10140
55071,75,29359,1850,604,678,341,646,637,566,571,437,3948,4050,2944,5779
55073,644,46579,3231,531,263,674,1125,1060,1301,494,746,7421,6440,5380,11990
55079,919,303335,31452,11886,8462,10504,10737,8937,8083,4835,6152,35669,30214,22294,60519
55087,164,65088,3850,572,1210,952,991,1118,2182,411,1212,8661,8369,6375,18384
55089,146,32017,1638,254,185,102,458,333,604,20,859,2456,2959,4002,13212
55097,42,25205,1317,405,380,208,333,676,276,167,367,3121,2874,2863,5829
55101,216,66216,4522,2544,1041,708,1574,2236,1595,961,1233,7030,7208,7210,16999
55105,411,54164,3740,1465,559,1189,1263,1433,1019,1243,793,7836,6372,5653,11919
55109,205,29498,2132,423,37,195,378,344,635,333,770,3482,4093,3334,10622
55117,57,39882,1942,592,322,307,917,511,758,484,895,5298,6352,4107,8808
55127,297,34628,2719,390,668,565,869,1037,611,485,536,4409,4996,3811,8546
55131,210,49033,2622,636,205,56,980,564,1190,544,791,4977,5392,5575,17403
55133,370,144724,4285,1094,1218,808,1085,1853,1658,595,1305,10764,13768,12944,63042
55139,177,61268,3930,958,684,692,996,1442,1184,779,1477,7175,6645,5900,13406
55141,214,26489,1921,527,501,609,1051,459,632,638,549,2911,2758,3609,5531
56021,0,34595,1789,743,220,513,975,489,746,302,141,3586,3672,4859,9590
56025,101,26909,3352,520,328,476,271,526,1154,448,634,3932,2238,2308,7431
72013,164,18995,2005,4390,2672,1483,2208,1892,1891,535,451,2929,1280,553,536
72021,152,49883,5974,7136,2986,3749,2916,3812,2764,1324,1095,8036,4395,2444,2484
72025,466,35149,2238,5570,2142,2266,1625,2599,2234,1167,1029,6485,2340,1412,2372
72031,102,44977,4969,7514,2389,3194,3520,3252,2636,1727,1267,6551,3473,2183,2906
72061,0,20638,2464,1248,1587,1163,937,1259,971,587,801,2570,1980,1171,3673
72097,102,21370,3333,4948,2032,1258,1379,1205,937,369,612,2069,771,225,943
72113,147,32026,3895,8045,4058,4277,3041,2467,2225,616,1182,4408,2080,1174,1164
72127,2024,74153,15162,18712,6547,5233,4158,5008,5511,1753,2127,12337,7394,4650,10090
72135,101,7257,10751,2353,989,1223,1615,1470,1097,209,517,3264,1352,999,1144
72137,103,11093,11748,2934,1031,1941,1635,1835,1061,219,634,4667,919,543,1021
72139,43,17772,1295,1801,1741,1326,1167,838,552,216,424,3866,2335,976,1634
