Total,One or more types of computing devices,Desktop/laptop,Only Desktop/laptop,Smartphone,Only Smartphone,Tablet/portable,Only Tablet/portable,Other computing device,Only other,No computer,id,Geographic Area Name
55599,46102,35740,1659,42260,7206,28282,855,1553,43,9497,22073,"Ouachita Parish, Louisiana"
48915,43808,33354,2066,39172,6037,30474,557,919,0,5107,22079,"Rapides Parish, Louisiana"
29965,22198,15049,1747,19946,5436,10051,401,424,0,7767,22097,"St. Landry Parish, Louisiana"
93589,87266,74903,3198,80923,7105,63648,1147,5869,57,6323,22103,"St. Tammany Parish, Louisiana"
47401,41561,31033,2099,38276,6632,26470,541,756,75,5840,22105,"Tangipahoa Parish, Louisiana"
37911,33356,25686,1357,30165,3809,23925,419,519,0,4555,22109,"Terrebonne Parish, Louisiana"
44897,40858,34131,3860,34244,3779,26413,579,2763,0,4039,23001,"Androscoggin County, Maine"
29931,24859,19798,3181,18384,2098,15515,1233,302,0,5072,23003,"Aroostook County, Maine"
123485,114803,106313,6688,102760,3277,83703,1377,2875,0,8682,23005,"Cumberland County, Maine"
54299,48313,41227,3711,42162,3527,31056,424,912,0,5986,23011,"Kennebec County, Maine"
61765,55648,47231,5232,46186,4246,37431,1344,959,0,6117,23019,"Penobscot County, Maine"
88416,81271,72017,6054,70170,4496,59126,1497,2286,0,7145,23031,"York County, Maine"
27190,22813,18197,1415,20146,2890,15253,321,462,0,4377,24001,"Allegany County, Maryland"
212687,201634,185186,7160,188432,8547,156119,1087,5174,0,11053,24003,"Anne Arundel County, Maryland"
313259,290567,258476,13897,266682,17757,211650,2749,9403,0,22692,24005,"Baltimore County, Maryland"
32145,30005,28162,1041,28510,1132,24060,48,792,0,2140,24009,"Calvert County, Maryland"
60371,54985,49931,1693,51721,2655,41968,381,1310,42,5386,24013,"Carroll County, Maryland"
36620,32638,28594,2214,29273,2494,22623,107,385,0,3982,24015,"Cecil County, Maryland"
56947,52393,48005,1846,49316,2131,41882,289,4339,0,4554,24017,"Charles County, Maryland"
95903,90147,81926,2955,84128,4702,69713,705,2837,203,5756,24021,"Frederick County, Maryland"
94802,88394,82044,4069,80996,3550,67242,654,2995,85,6408,24025,"Harford County, Maryland"
116903,113533,105749,2783,108054,3931,90823,618,3617,0,3370,24027,"Howard County, Maryland"
368334,355634,333012,13815,334006,12906,272971,2249,13015,0,12700,24031,"Montgomery County, Maryland"
315759,300957,254744,11947,279824,28557,213121,2625,7366,0,14802,24033,"Prince George's County, Maryland"
41239,37989,34400,2622,33653,1780,28154,626,1515,0,3250,24037,"St. Mary's County, Maryland"
56306,49775,41658,3338,44198,4717,33623,340,917,0,6531,24043,"Washington County, Maryland"
38084,33619,27393,1463,30413,3364,22796,596,769,0,4465,24045,"Wicomico County, Maryland"
237204,209555,160335,10164,192550,31587,126389,2652,5638,162,27649,24510,"Baltimore city, Maryland"
86671,82135,73541,6215,71349,2826,56930,1725,1553,0,4536,25001,"Barnstable County, Massachusetts"
55212,49658,43997,3672,41807,2645,34281,1121,810,0,5554,25003,"Berkshire County, Massachusetts"
215132,191400,161916,11006,172821,17428,129186,2658,4129,0,23732,25005,"Bristol County, Massachusetts"
295481,272551,236058,14420,245849,18461,196951,4368,5561,0,22930,25009,"Essex County, Massachusetts"
30391,27669,23252,2559,22684,2135,17990,1029,767,12,2722,25011,"Franklin County, Massachusetts"
178678,155531,127272,9693,137938,17608,101051,2583,2671,0,23147,25013,"Hampden County, Massachusetts"
58902,54766,50554,4317,47893,2115,38519,570,1689,0,4136,25015,"Hampshire County, Massachusetts"
612224,576986,531534,28501,528593,22603,430801,5292,14194,173,35238,25017,"Middlesex County, Massachusetts"
267880,253430,233202,12579,231780,9049,192881,3933,5736,0,14450,25021,"Norfolk County, Massachusetts"
189304,177735,156006,10821,158854,10600,132099,3343,4660,91,11569,25023,"Plymouth County, Massachusetts"
315049,290693,249143,9458,275539,27559,188896,1913,6271,77,24356,25025,"Suffolk County, Massachusetts"
308831,285301,250649,16205,257405,18185,204305,3283,6892,0,23530,25027,"Worcester County, Massachusetts"
43992,40002,33086,1874,36703,4909,23683,407,917,0,3990,26005,"Allegan County, Michigan"
44469,39830,32690,1945,36170,4721,24389,688,505,0,4639,26017,"Bay County, Michigan"
64783,58239,48054,3291,52159,6670,38186,653,1469,62,6544,26021,"Berrien County, Michigan"
53914,49092,37459,3376,42835,8125,27909,805,612,44,4822,26025,"Calhoun County, Michigan"
29783,27349,24133,1292,25050,1937,18340,260,554,0,2434,26037,"Clinton County, Michigan"
44879,42047,35262,2370,38068,3815,28940,224,1378,0,2832,26045,"Eaton County, Michigan"
169469,148428,117481,7822,133353,18094,93918,2955,3294,0,21041,26049,"Genesee County, Michigan"
36782,34629,30660,2342,30999,2151,25640,229,710,0,2153,26055,"Grand Traverse County, Michigan"
112170,105801,91109,4414,96774,8674,71933,1432,3469,0,6369,26065,"Ingham County, Michigan"
25367,23331,19377,1012,21291,2069,15112,438,795,20,2036,26073,"Isabella County, Michigan"
62598,56227,43890,3023,49879,8271,34469,1233,1085,0,6371,26075,"Jackson County, Michigan"
104234,96664,83787,4871,87707,6538,68710,1503,1712,0,7570,26077,"Kalamazoo County, Michigan"
244046,226890,192016,9643,208125,20161,159879,3289,4349,0,17156,26081,"Kent County, Michigan"
33560,30172,25178,2143,26521,3174,19964,642,436,31,3388,26087,"Lapeer County, Michigan"
38388,34700,27835,2121,30816,3690,23679,509,883,0,3688,26091,"Lenawee County, Michigan"
72676,69688,62919,3593,64317,3908,51523,547,1977,29,2988,26093,"Livingston County, Michigan"
347508,320507,270254,15643,292934,29981,218390,2816,7259,83,27001,26099,"Macomb County, Michigan"
26328,23233,20728,1859,19589,1264,15687,397,625,0,3095,26103,"Marquette County, Michigan"
34091,29947,25908,1070,27009,2331,21670,313,737,28,4144,26111,"Midland County, Michigan"
61586,55982,47270,3419,49291,4293,41060,1015,1098,0,5604,26115,"Monroe County, Michigan"
67196,60713,45866,3750,53713,9962,37179,775,1713,0,6483,26121,"Muskegon County, Michigan"
503645,471392,424357,17941,438126,26595,347882,3776,12517,153,32253,26125,"Oakland County, Michigan"
103438,97207,86289,4146,89592,6921,70345,452,1938,0,6231,26139,"Ottawa County, Michigan"
78740,69340,54540,4600,61328,8030,44785,991,1799,0,9400,26145,"Saginaw County, Michigan"
65751,59093,48532,3021,53459,6796,39488,788,1007,0,6658,26147,"St. Clair County, Michigan"
28218,25877,19941,1428,23134,4371,15605,301,401,71,2341,26155,"Shiawassee County, Michigan"
28607,25847,21438,1365,22797,2601,16938,479,672,0,2760,26159,"Van Buren County, Michigan"
143072,137406,125861,4364,129046,5957,98132,751,3401,28,5666,26161,"Washtenaw County, Michigan"
687546,615308,470602,29633,563830,95059,379472,7535,16649,320,72238,26163,"Wayne County, Michigan"
128140,121430,108964,5355,111983,5584,89421,1197,2454,43,6710,27003,"Anoka County, Minnesota"
26362,24699,22023,1236,22736,1469,14449,249,843,4,1663,27013,"Blue Earth County, Minnesota"
36925,35284,32407,936,33439,1618,29167,140,1491,0,1641,27019,"Carver County, Minnesota"
162496,155843,141564,5579,144764,5709,120992,1927,4453,53,6653,27037,"Dakota County, Minnesota"
508964,482143,435251,20825,447911,27767,341177,3850,15018,179,26821,27053,"Hennepin County, Minnesota"
63462,59280,52486,2685,54566,4200,43364,782,1519,0,4182,27109,"Olmsted County, Minnesota"
209287,194490,168912,9756,177221,13935,133553,2164,4944,108,14797,27123,"Ramsey County, Minnesota"
23358,20971,18239,1706,18766,1369,14555,55,326,10,2387,27131,"Rice County, Minnesota"
84370,74214,61146,4555,65671,7725,48072,1293,1332,27,10156,27137,"St. Louis County, Minnesota"
50040,48144,44732,1081,45646,2084,37490,303,1425,13,1896,27139,"Scott County, Minnesota"
32033,30685,26810,1069,28872,2642,21261,50,468,0,1348,27141,"Sherburne County, Minnesota"
58510,53763,44244,3244,48675,5358,36959,491,1066,0,4747,27145,"Stearns County, Minnesota"
96387,91176,83684,3129,85454,3421,70362,583,2769,41,5211,27163,"Washington County, Minnesota"
48863,44771,38713,2067,41620,3391,30748,205,1392,0,4092,27171,"Wright County, Minnesota"
63075,59578,48534,1225,56154,7053,42289,649,1547,0,3497,28033,"DeSoto County, Mississippi"
27248,23146,17306,930,21108,3224,14992,147,866,0,4102,28035,"Forrest County, Mississippi"
82375,75683,56655,2040,70866,14200,47214,1093,2256,0,6692,28047,"Harrison County, Mississippi"
85483,76334,56042,3026,71189,14125,44705,626,1309,0,9149,28049,"Hinds County, Mississippi"
51659,47455,36782,1662,45007,6108,32263,276,819,0,4204,28059,"Jackson County, Mississippi"
25098,22634,13622,774,21184,6765,12520,230,320,0,2464,28067,"Jones County, Mississippi"
29993,25969,19775,721,24254,3687,16696,311,785,0,4024,28075,"Lauderdale County, Mississippi"
32527,28293,19454,1511,25990,6147,16137,211,447,0,4234,28081,"Lee County, Mississippi"
40229,38604,33950,1603,36073,2910,28177,232,919,0,1625,28089,"Madison County, Mississippi"
55483,51464,44216,2025,48399,4384,36707,698,1202,0,4019,28121,"Rankin County, Mississippi"
72217,69103,60335,2146,64795,4024,47669,799,2235,0,3114,29019,"Boone County, Missouri"
33621,30775,23198,1569,28141,5395,18239,487,362,0,2846,29021,"Buchanan County, Missouri"
28675,26153,22259,1090,24291,2485,18047,204,288,0,2522,29031,"Cape Girardeau County, Missouri"
40197,37731,32653,1782,34197,2990,27954,468,960,0,2466,29037,"Cass County, Missouri"
31421,28877,23948,777,27446,3252,20651,364,522,0,2544,29043,"Christian County, Missouri"
91901,87715,74687,3564,81311,7082,62878,1210,1511,0,4186,29047,"Clay County, Missouri"
29593,27742,22909,1314,25390,3375,17714,385,416,0,1851,29051,"Cole County, Missouri"
40387,36712,30973,2239,33200,3433,23716,541,703,0,3675,29071,"Franklin County, Missouri"
128691,111790,93444,5161,102091,11314,74448,2036,13429,0,16901,29077,"Greene County, Missouri"
288752,267004,219726,12829,246861,30468,170433,2035,5424,100,21748,29095,"Jackson County, Missouri"
47846,42417,31889,2446,38661,5767,26666,611,607,0,5429,29097,"Jasper County, Missouri"
85892,81341,68923,3654,74607,6042,58037,902,1726,51,4551,29099,"Jefferson County, Missouri"
40086,38824,32919,1613,36545,3320,28483,134,650,0,1262,29165,"Platte County, Missouri"
149951,143088,130546,5717,133340,7609,106290,849,3741,0,6863,29183,"St. Charles County, Missouri"
25670,21834,17294,712,20675,2076,14058,122,476,0,3836,29187,"St. Francois County, Missouri"
408117,378967,327143,15521,350541,24999,277577,3873,11369,36,29150,29189,"St. Louis County, Missouri"
144295,125685,93388,6598,114924,21686,72942,1871,2371,79,18610,29510,"St. Louis city, Missouri"
35558,30878,24824,1744,27392,3219,21685,474,744,0,4680,30013,"Cascade County, Montana"
38372,34876,31296,3096,30258,1942,20868,624,838,0,3496,30029,"Flathead County, Montana"
44423,42082,39062,1803,39672,1888,30960,134,1010,0,2341,30031,"Gallatin County, Montana"
27842,24917,22393,1359,22503,1678,16831,276,504,0,2925,30049,"Lewis and Clark County, Montana"
50401,47923,43181,2459,43606,2094,33594,498,1739,0,2478,30063,"Missoula County, Montana"
66805,60700,51947,3378,54223,4301,43686,794,1483,84,6105,30111,"Yellowstone County, Montana"
220858,204483,176028,10179,186683,16305,145723,2569,5145,0,16375,31055,"Douglas County, Nebraska"
125917,118576,104557,5776,109164,7112,83089,1317,2455,40,7341,31109,"Lancaster County, Nebraska"
66273,63305,56836,2160,59507,3863,47647,546,1595,0,2968,31153,"Sarpy County, Nebraska"
808605,755963,639070,28763,708909,76242,507414,4840,17127,60,52642,32003,"Clark County, Nevada"
185709,176054,153218,7903,163579,12898,123609,1261,14520,0,9655,32031,"Washoe County, Nevada"
30208,27152,23867,2345,22865,1872,18013,495,384,0,3056,33005,"Cheshire County, New Hampshire"
35394,32576,29165,2948,27146,1540,23002,420,490,0,2818,33009,"Grafton County, New Hampshire"
161649,152929,135191,7512,139274,8014,111907,1340,3271,0,8720,33011,"Hillsborough County, New Hampshire"
58521,55097,50494,4615,47751,2113,39950,392,2741,54,3424,33013,"Merrimack County, New Hampshire"
119467,114561,105697,6466,103124,3933,85810,1041,2704,0,4906,33015,"Rockingham County, New Hampshire"
48393,45144,41251,2175,40044,2044,32238,504,2088,0,3249,33017,"Strafford County, New Hampshire"
96981,90877,76112,4918,83003,9121,59360,767,3097,0,6104,34001,"Atlantic County, New Jersey"
339953,318296,287910,12026,297264,15973,234151,3686,6212,0,21657,34003,"Bergen County, New Jersey"
166698,156495,141172,7469,142484,9055,115373,1415,6580,0,10203,34005,"Burlington County, New Jersey"
188840,172891,144953,9028,157186,16654,120500,1860,5060,36,15949,34007,"Camden County, New Jersey"
39208,36467,33301,2928,31956,1345,25155,521,1222,0,2741,34009,"Cape May County, New Jersey"
50034,44617,36827,2541,39105,3686,30451,1382,1043,8,5417,34011,"Cumberland County, New Jersey"
289921,266330,213513,9598,249697,34048,177094,1976,5184,0,23591,34013,"Essex County, New Jersey"
101414,95140,85475,5050,87276,5762,70029,652,2630,0,6274,34015,"Gloucester County, New Jersey"
263924,246399,212675,6155,236019,23132,159061,1937,6492,0,17525,34017,"Hudson County, New Jersey"
47733,45515,42626,2056,42238,1311,36805,227,996,0,2218,34019,"Hunterdon County, New Jersey"
132980,124528,106954,6289,114081,11555,83195,966,2131,0,8452,34021,"Mercer County, New Jersey"
285480,269001,236119,11571,249020,17640,195315,2918,6447,114,16479,34023,"Middlesex County, New Jersey"
236327,221863,202031,10214,204567,8505,175194,2139,7107,92,14464,34025,"Monmouth County, New Jersey"
181738,172181,162311,8168,158178,4808,132918,1635,5006,0,9557,34027,"Morris County, New Jersey"
228622,205540,184348,18854,175981,8942,139488,2698,6260,40,23082,34029,"Ocean County, New Jersey"
169521,156615,127367,4404,148441,19324,100468,982,3001,0,12906,34031,"Passaic County, New Jersey"
23952,22042,17896,1004,20334,2689,14230,122,253,0,1910,34033,"Salem County, New Jersey"
118729,114618,107325,3831,107237,3133,94920,1074,3759,37,4111,34035,"Somerset County, New Jersey"
53749,51259,47897,2075,47539,1603,40805,233,1845,0,2490,34037,"Sussex County, New Jersey"
192021,174469,151437,7433,163247,13869,125336,733,3110,47,17552,34039,"Union County, New Jersey"
41742,37737,33116,3088,32136,2015,26095,1089,714,58,4005,34041,"Warren County, New Jersey"
270655,250248,206795,12260,231122,31127,154399,1955,5528,75,20407,35001,"Bernalillo County, New Mexico"
22616,19376,14664,1432,17007,3118,12069,334,336,0,3240,35005,"Chaves County, New Mexico"
80409,70212,53994,2821,65984,11781,42227,52,1987,0,10197,35013,"Doña Ana County, New Mexico"
23215,21057,14277,337,20144,4554,11140,249,212,78,2158,35025,"Lea County, New Mexico"
21449,13598,7655,670,12149,4801,5901,318,557,0,7851,35031,"McKinley County, New Mexico"
23747,21840,18749,1588,19040,1573,13914,593,154,0,1907,35035,"Otero County, New Mexico"
53996,48489,41345,3249,43618,5334,24932,365,1472,0,5507,35043,"Sandoval County, New Mexico"
43707,36996,29912,2980,32153,3984,24940,772,1544,0,6711,35045,"San Juan County, New Mexico"
62707,55119,47674,2813,49741,4383,38826,972,2106,45,7588,35049,"Santa Fe County, New Mexico"
28379,25003,19455,1463,22544,4996,13765,0,864,0,3376,35061,"Valencia County, New Mexico"
126578,114748,96953,6417,103651,9779,80235,1096,3065,0,11830,36001,"Albany County, New York"
507370,449984,311163,15637,419934,90997,267252,6791,14889,95,57386,36005,"Bronx County, New York"
75539,68759,58401,5817,58901,6186,45375,1048,1284,0,6780,36007,"Broome County, New York"
32079,26799,21721,2195,22892,2592,17573,548,234,23,5280,36009,"Cattaraugus County, New York"
30083,26806,21876,2202,23024,2934,17065,718,301,0,3277,36011,"Cayuga County, New York"
53429,46451,39962,4632,38354,2809,29955,982,1527,50,6978,36013,"Chautauqua County, New York"
34325,30456,24766,1942,26418,3199,19836,447,811,0,3869,36015,"Chemung County, New York"
31392,28840,25556,2464,23037,1970,19694,350,415,0,2552,36019,"Clinton County, New York"
108071,101278,88840,6525,91248,5113,73681,1208,1887,0,6793,36027,"Dutchess County, New York"
390341,349864,292350,23737,307511,28940,241380,5792,8381,126,40477,36029,"Erie County, New York"
44657,40785,34308,1624,36519,3242,27134,833,1042,43,3872,36045,"Jefferson County, New York"
969317,862989,741849,32798,809353,76206,589462,8577,40347,181,106328,36047,"Kings County, New York"
23746,21860,19185,1443,19325,1138,14893,400,492,30,1886,36051,"Livingston County, New York"
26127,23602,20210,1213,20718,2253,17295,265,673,55,2525,36053,"Madison County, New York"
301668,275770,233686,15581,246428,21464,193212,3715,7710,105,25898,36055,"Monroe County, New York"
447123,421870,388050,20268,389100,17877,310674,3369,23662,70,25253,36059,"Nassau County, New York"
752258,695861,629554,23304,660964,43465,463760,3887,28800,266,56397,36061,"New York County, New York"
89765,79356,66897,5414,69558,7021,50779,1524,1724,65,10409,36063,"Niagara County, New York"
88871,79346,68169,4171,68827,5516,58150,2326,1636,0,9525,36065,"Oneida County, New York"
185046,163493,142982,12064,144714,12741,105702,2674,4034,41,21553,36067,"Onondaga County, New York"
44079,40692,36959,2366,36618,1385,30273,388,514,0,3387,36069,"Ontario County, New York"
128259,116218,96913,6871,104054,10190,80261,1930,3832,0,12041,36071,"Orange County, New York"
46270,41390,35395,2831,35251,2842,30191,852,623,0,4880,36075,"Oswego County, New York"
35425,33517,30902,1733,30069,992,26367,968,685,10,1908,36079,"Putnam County, New York"
788110,727774,606562,28818,678737,80304,456136,7516,17090,199,60336,36081,"Queens County, New York"
64614,60061,51306,4443,53243,4708,40376,363,1387,59,4553,36083,"Rensselaer County, New York"
167441,153692,133409,8458,137954,9713,113393,3261,4232,201,13749,36085,"Richmond County, New York"
99502,88477,78948,5536,78850,4270,64628,594,3431,0,11025,36087,"Rockland County, New York"
41680,36032,29865,3038,29812,2971,24738,1143,2534,0,5648,36089,"St. Lawrence County, New York"
94156,88679,79678,5307,78981,5408,61149,1090,2306,51,5477,36091,"Saratoga County, New York"
55262,50432,41287,3522,44053,3742,35648,822,876,0,4830,36093,"Schenectady County, New York"
40578,35590,30328,3237,30228,3091,22047,526,716,0,4988,36101,"Steuben County, New York"
496784,467856,429325,25905,424396,17943,340405,4674,12472,253,28928,36103,"Suffolk County, New York"
28900,25630,20609,2210,22384,2476,17496,223,564,0,3270,36105,"Sullivan County, New York"
40250,38483,34872,2521,34106,1171,26362,455,803,84,1767,36109,"Tompkins County, New York"
69154,64596,56015,4293,56967,4850,41664,846,3045,0,4558,36111,"Ulster County, New York"
28007,24347,21096,2741,19092,1232,16871,768,292,0,3660,36113,"Warren County, New York"
35927,31970,26869,1859,28452,2199,23112,908,845,0,3957,36117,"Wayne County, New York"
352498,327815,286769,14649,302484,21878,243473,2886,9810,0,24683,36119,"Westchester County, New York"
64700,57378,47347,2638,52208,6161,37256,1061,1604,0,7322,37001,"Alamance County, North Carolina"
56752,53603,46203,3431,47542,3292,39308,863,1038,0,3149,37019,"Brunswick County, North Carolina"
108411,96027,78944,3535,88618,10602,63488,1120,2025,0,12384,37021,"Buncombe County, North Carolina"
36157,31861,23378,2718,27568,5510,18279,699,559,0,4296,37023,"Burke County, North Carolina"
73751,70142,62378,2780,65570,4020,52776,532,1322,0,3609,37025,"Cabarrus County, North Carolina"
31544,27293,19983,1619,24264,4584,16519,428,372,0,4251,37027,"Caldwell County, North Carolina"
28720,26753,23065,1324,24268,2201,18434,532,1049,0,1967,37031,"Carteret County, North Carolina"
62861,56607,45996,3025,51621,6570,37525,736,1041,0,6254,37035,"Catawba County, North Carolina"
28343,25874,23021,1623,23074,1405,18390,149,280,0,2469,37037,"Chatham County, North Carolina"
34574,28405,22122,2121,24785,3725,16779,810,1401,0,6169,37045,"Cleveland County, North Carolina"
40412,37486,31099,2005,34116,3808,25787,178,2128,0,2926,37049,"Craven County, North Carolina"
127911,117600,96755,4565,109903,14340,77417,810,9202,105,10311,37051,"Cumberland County, North Carolina"
68761,61118,49103,3671,55273,6969,38245,542,803,44,7643,37057,"Davidson County, North Carolina"
127527,121670,106502,3416,114800,11488,81619,868,10530,0,5857,37063,"Durham County, North Carolina"
150437,138253,110005,5649,127227,21407,82196,1912,4028,28,12184,37067,"Forsyth County, North Carolina"
26380,23339,19800,949,21023,2418,15027,502,1986,0,3041,37069,"Franklin County, North Carolina"
84999,75886,62812,4853,68623,9157,47686,845,2571,0,9113,37071,"Gaston County, North Carolina"
209842,189359,161557,9993,173941,16436,128115,1496,4246,39,20483,37081,"Guilford County, North Carolina"
46015,42502,35295,1650,39966,5021,29559,262,875,0,3513,37085,"Harnett County, North Carolina"
49514,44766,37716,2708,39903,4471,30319,491,1504,0,4748,37089,"Henderson County, North Carolina"
68328,62711,54390,2844,57272,4830,43896,703,1608,0,5617,37097,"Iredell County, North Carolina"
70001,64027,54955,2751,59404,5552,41783,695,2078,0,5974,37101,"Johnston County, North Carolina"
34233,31886,25998,841,29946,4178,23232,431,541,0,2347,37109,"Lincoln County, North Carolina"
418135,400351,351007,12185,378465,30561,280488,3624,7807,40,17784,37119,"Mecklenburg County, North Carolina"
40756,36601,32532,2517,31884,2753,25158,344,1189,0,4155,37125,"Moore County, North Carolina"
37767,33542,26701,2259,29899,4660,19949,543,633,0,4225,37127,"Nash County, North Carolina"
98151,93018,82421,3257,87124,5780,66221,1114,2292,0,5133,37129,"New Hanover County, North Carolina"
66834,64394,56454,2011,60459,5271,44663,541,1299,0,2440,37133,"Onslow County, North Carolina"
53959,50631,47455,1553,48391,1816,39131,225,1567,0,3328,37135,"Orange County, North Carolina"
69288,62255,52237,2071,58404,6173,40605,632,444,0,7033,37147,"Pitt County, North Carolina"
54783,49837,38954,2877,44806,7773,30887,896,540,0,4946,37151,"Randolph County, North Carolina"
46026,38868,25825,2006,35361,9957,19187,643,1257,0,7158,37155,"Robeson County, North Carolina"
37476,28486,23396,2426,24580,3739,15944,503,398,0,8990,37157,"Rockingham County, North Carolina"
53806,47046,37229,2737,42166,5494,32168,927,628,0,6760,37159,"Rowan County, North Carolina"
26305,22134,18108,1417,19508,2386,14901,337,465,0,4171,37161,"Rutherford County, North Carolina"
29230,23524,18718,1683,20746,3262,13062,311,1062,0,5706,37171,"Surry County, North Carolina"
77696,73978,63635,2114,69564,5664,56812,607,2240,0,3718,37179,"Union County, North Carolina"
408473,396038,360673,10211,378430,19754,304424,2150,9518,0,12435,37183,"Wake County, North Carolina"
49019,42724,30849,2356,38492,7187,26973,939,790,0,6295,37191,"Wayne County, North Carolina"
30123,25891,20512,2272,22053,3402,15730,579,474,0,4232,37193,"Wilkes County, North Carolina"
31817,26628,19508,1662,23825,4625,15966,342,820,0,5189,37195,"Wilson County, North Carolina"
40736,37729,33766,1735,33864,1834,28503,644,1647,0,3007,38015,"Burleigh County, North Dakota"
74343,69466,60476,2461,64924,5760,48878,307,1520,0,4877,38017,"Cass County, North Dakota"
30916,28146,23796,740,26869,1804,19643,292,194,0,2770,38035,"Grand Forks County, North Dakota"
27887,24927,20020,1077,23075,3425,17365,341,403,0,2960,38101,"Ward County, North Dakota"
41204,36955,29992,2608,32713,3955,24478,483,607,0,4249,39003,"Allen County, Ohio"
35445,29614,22846,2552,25076,4132,18748,624,776,0,5831,39007,"Ashtabula County, Ohio"
22533,19965,16776,1443,17323,2042,12096,212,422,0,2568,39009,"Athens County, Ohio"
24742,20117,16257,1139,18098,2530,11869,283,565,0,4625,39013,"Belmont County, Ohio"
143040,132630,110931,5398,123430,14155,93486,1144,2359,91,10410,39017,"Butler County, Ohio"
55327,50284,39277,3111,44032,6177,32425,864,718,30,5043,39023,"Clark County, Ohio"
77920,72215,65377,3721,64984,3142,52775,594,1011,0,5705,39025,"Clermont County, Ohio"
41884,36332,28090,2039,32576,4969,22429,485,350,0,5552,39029,"Columbiana County, Ohio"
542122,484796,393145,26508,437908,57060,313799,6717,10012,145,57326,39035,"Cuyahoga County, Ohio"
70501,69078,63698,1943,65400,3063,56957,363,1996,0,1423,39041,"Delaware County, Ohio"
31675,28788,24543,2869,24711,2058,18708,310,835,0,2887,39043,"Erie County, Ohio"
55934,51556,45099,3388,45916,3676,36597,551,986,0,4378,39045,"Fairfield County, Ohio"
519468,487921,406115,16639,456595,52252,339976,4031,16515,198,31547,39049,"Franklin County, Ohio"
35387,31533,27906,1656,28334,1622,24006,402,454,0,3854,39055,"Geauga County, Ohio"
66053,61005,53485,2174,56925,4328,45411,476,977,0,5048,39057,"Greene County, Ohio"
344562,314575,265210,14990,288125,28258,210404,3060,17939,139,29987,39061,"Hamilton County, Ohio"
31606,29276,23841,1811,26297,2336,20973,561,1062,0,2330,39063,"Hancock County, Ohio"
27292,22011,16721,1549,19346,3269,13424,270,442,0,5281,39081,"Jefferson County, Ohio"
96577,90290,78743,5383,80163,6371,63886,1191,2661,27,6287,39085,"Lake County, Ohio"
62237,57298,50041,2991,51065,3308,43273,697,1905,0,4939,39089,"Licking County, Ohio"
121344,113148,99261,9607,98715,7443,74407,1230,2425,0,8196,39093,"Lorain County, Ohio"
178289,161733,125965,7710,146479,19634,109675,2372,2888,156,16556,39095,"Lucas County, Ohio"
97365,86026,68809,6366,74841,9681,55686,1989,1314,0,11339,39099,"Mahoning County, Ohio"
24205,21948,16105,1265,19463,3461,13415,193,506,121,2257,39101,"Marion County, Ohio"
70609,66715,60634,2953,60740,3259,50108,709,1439,0,3894,39103,"Medina County, Ohio"
41148,37220,30783,2432,33648,3960,25293,482,785,0,3928,39109,"Miami County, Ohio"
224225,203538,164068,10956,183999,23494,132399,3005,3902,0,20687,39113,"Montgomery County, Ohio"
34471,30345,24780,2333,26186,2819,20989,606,668,0,4126,39119,"Muskingum County, Ohio"
60801,55835,48678,3061,49989,3829,40338,833,1123,0,4966,39133,"Portage County, Ohio"
48105,40628,33683,3485,34804,3509,26019,692,1099,0,7477,39139,"Richland County, Ohio"
29779,26239,21149,2055,22244,2667,18106,891,547,0,3540,39141,"Ross County, Ohio"
28719,25187,19349,970,22492,3006,16869,388,654,0,3532,39145,"Scioto County, Ohio"
152210,136562,110194,6633,121862,14709,95342,1997,3192,0,15648,39151,"Stark County, Ohio"
226243,205924,173499,12342,185551,18311,140405,2622,5437,87,20319,39153,"Summit County, Ohio"
83303,72800,58046,4741,65261,8602,48568,497,1105,0,10503,39155,"Trumbull County, Ohio"
36740,32281,23724,1827,28780,4099,22572,456,751,22,4459,39157,"Tuscarawas County, Ohio"
83540,80591,73715,2482,75559,3722,65661,909,1734,29,2949,39165,"Warren County, Ohio"
43908,37666,32881,2381,33413,2422,24851,607,736,0,6242,39169,"Wayne County, Ohio"
50694,47790,41352,2542,43442,3219,33812,482,570,0,2904,39173,"Wood County, Ohio"
45344,42784,37756,1513,39765,3439,32000,132,1190,0,2560,40017,"Canadian County, Oklahoma"
110775,104885,90744,3420,99582,9293,72994,631,2614,0,5890,40027,"Cleveland County, Oklahoma"
42489,39368,30891,1749,37018,5899,24842,177,739,0,3121,40031,"Comanche County, Oklahoma"
26957,24167,18235,1417,22018,3872,15057,191,3280,0,2790,40037,"Creek County, Oklahoma"
26566,22845,17853,782,21242,3489,12272,321,1922,0,3721,40101,"Muskogee County, Oklahoma"
302645,277983,219445,10703,261101,39899,176524,1989,8031,112,24662,40109,"Oklahoma County, Oklahoma"
30734,28837,23691,1172,26683,3069,19422,179,740,0,1897,40119,"Payne County, Oklahoma"
26714,23730,17864,1166,21949,4003,14547,250,531,0,2984,40125,"Pottawatomie County, Oklahoma"
35254,33299,26519,1458,31096,4355,22487,294,688,0,1955,40131,"Rogers County, Oklahoma"
250492,232795,188839,8562,217915,29440,153611,1540,6035,0,17697,40143,"Tulsa County, Oklahoma"
30186,28356,23878,927,26680,2514,20406,151,1160,0,1830,40145,"Wagoner County, Oklahoma"
