Total,One or more types of computing devices,Desktop/laptop,Only Desktop/laptop,Smartphone,Only Smartphone,Tablet/portable,Only Tablet/portable,Other computing device,Only other,No computer,>10K,> $10k With Internet subscription ,> $10k!!Without an Internet subscription,Total!!$10k to $19.9k,$10k to $19.9k!!With Internet subscription ,$10k to  $19.9k!!Without an Internet subscription,"$20,000 to $34,999",$20k to $34.9k!!With Internet subscription,$20k to $34.9k!!Without an Internet subscription,"$35,000 to $49,999",$35k to $49.9k!!With Internet subscription,$35k to $49.9k!!Without an Internet subscription,$50k to $74.9k,"$50k to $74,999!!With Internet subscription",$50k to $74..9k!!Without an Internet subscription,>$75k ,>$75k!!With Internet subscription ,">$75,000!!Without an Internet subscription",id,Geographic Area Name
146057,132588,111722,5627,122897,13453,88878,1119,3371,0,13469,8807,5821,2986,12581,7523,5058,23218,16509,6709,19532,17338,2194,26686,24186,2500,55233,53870,1363,47065,"Hamilton County, Tennessee"
185416,170004,143078,6059,159886,17723,119991,1099,4713,0,15412,12591,7908,4683,18412,9796,8616,27106,20462,6644,23743,19458,4285,34472,31495,2977,69092,67472,1620,47093,"Knox County, Tennessee"
39223,35486,26731,2382,31634,6640,20855,375,194,0,3737,3883,2864,1019,5057,3456,1601,6017,4753,1264,6669,6190,479,5423,4607,816,12174,11453,721,47113,"Madison County, Tennessee"
34361,31470,26817,1568,28908,3190,22254,85,724,0,2891,1908,881,1027,2987,2016,971,6655,4790,1865,4284,3692,592,5646,5463,183,12881,12476,405,47119,"Maury County, Tennessee"
72973,69879,59885,2317,65720,5938,50550,318,1450,0,3094,4848,3719,1129,5725,4610,1115,11929,10029,1900,10386,9771,615,14044,13493,551,26041,25140,901,47125,"Montgomery County, Tennessee"
33388,30404,24721,1508,27731,2644,20292,513,487,0,2984,1852,985,867,4342,2793,1549,7086,5597,1489,5104,3882,1222,5707,4835,872,9297,9180,117,47141,"Putnam County, Tennessee"
26375,24237,19453,420,23395,3058,15551,91,782,0,2138,1170,913,257,1840,832,1008,3776,3094,682,2678,2280,398,4742,4140,602,12169,11619,550,47147,"Robertson County, Tennessee"
115376,109975,94810,3593,104218,8513,78702,513,7760,0,5401,4791,3728,1063,6534,4440,2094,12834,11546,1288,18609,15715,2894,25633,22964,2669,46975,46210,765,47149,"Rutherford County, Tennessee"
36861,33051,25427,1473,29813,3417,22527,1083,614,0,3810,1968,1395,573,4331,2253,2078,6776,5117,1659,5825,5035,790,8038,7264,774,9923,9273,650,47155,"Sevier County, Tennessee"
352648,299329,229191,10949,279934,47028,193729,3720,7430,69,53319,35405,17718,17687,45531,23363,22168,55628,38334,17294,45232,36263,8969,59399,51084,8315,111453,103039,8414,47157,"Shelby County, Tennessee"
64504,56805,45744,3612,49572,6598,37475,668,1931,0,7699,5223,3001,2222,9168,5307,3861,10862,8209,2653,9621,8225,1396,11322,10268,1054,18308,17463,845,47163,"Sullivan County, Tennessee"
68439,63714,52135,2124,59197,6070,45912,1242,1360,0,4725,3196,2116,1080,4509,2884,1625,8108,6552,1556,8641,7475,1166,14687,13747,940,29298,28347,951,47165,"Sumner County, Tennessee"
54433,48983,39057,1928,45093,6168,34163,500,1764,55,5450,4853,2995,1858,6741,3724,3017,8859,6308,2551,7308,6272,1036,10152,9188,964,16520,16176,344,47179,"Washington County, Tennessee"
80601,78435,75611,1278,75743,1298,66378,0,5114,326,2166,1727,1552,175,2515,1708,807,4281,3581,700,6266,5735,531,11680,11000,680,54132,53285,847,47187,"Williamson County, Tennessee"
52489,49222,43070,1628,45931,3214,37700,242,1562,126,3267,1596,1159,437,3789,2071,1718,5741,3842,1899,5272,3966,1306,8965,8392,573,27126,25570,1556,47189,"Wilson County, Tennessee"
29898,27305,22762,1454,24337,2547,19287,244,564,0,2593,2170,1694,476,3055,2138,917,6684,5385,1299,3954,3522,432,6023,5284,739,8012,7958,54,48005,"Angelina County, Texas"
25334,22616,17270,800,21392,2511,14738,347,529,0,2718,1560,989,571,2353,1276,1077,2960,2403,557,2709,2174,535,4158,3561,597,11594,10714,880,48021,"Bastrop County, Texas"
123188,113934,98380,6315,101955,7673,82916,2441,2319,0,9254,7644,6140,1504,10632,8060,2572,17558,13744,3814,20317,18410,1907,24678,22669,2009,42359,39889,2470,48027,"Bell County, Texas"
644193,599824,472098,18953,567142,87372,391529,4330,27489,0,44369,54666,29246,25420,61883,38664,23219,94117,72199,21918,89217,74034,15183,117287,105251,12036,227023,217391,9632,48029,"Bexar County, Texas"
35228,28762,23046,1375,26724,3622,12187,258,399,0,6466,4283,2127,2156,4014,1599,2415,4746,3913,833,5261,3677,1584,6589,5366,1223,10335,9222,1113,48037,"Bowie County, Texas"
120802,112721,95788,3279,107189,12773,74796,394,2623,93,8081,5054,3568,1486,7715,5662,2053,15484,12497,2987,10846,8778,2068,22504,21030,1474,59199,57640,1559,48039,"Brazoria County, Texas"
81030,77581,68546,2174,73422,4805,57480,677,2624,0,3449,9270,6358,2912,7302,5578,1724,14409,11415,2994,9448,7045,2403,13842,11999,1843,26759,25624,1135,48041,"Brazos County, Texas"
124812,103473,69863,3363,97246,23302,61573,1017,1499,0,21339,14362,5067,9295,19724,7411,12313,24338,12706,11632,15608,9299,6309,22610,14217,8393,28170,21194,6976,48061,"Cameron County, Texas"
344824,339237,316964,7268,327545,14398,258685,1025,17729,0,5587,12832,10004,2828,12540,9090,3450,25441,22448,2993,30478,28071,2407,53559,50080,3479,209974,204846,5128,48085,"Collin County, Texas"
53182,50023,44123,1681,47188,4270,38310,398,2122,0,3159,2156,1556,600,2488,1542,946,6074,4494,1580,6783,5998,785,8465,8124,341,27216,26324,892,48091,"Comal County, Texas"
21491,19416,15998,1288,17487,1950,12369,79,229,6,2075,1246,817,429,2274,1413,861,5113,4316,797,2761,2093,668,4038,3649,389,6059,5989,70,48099,"Coryell County, Texas"
937438,857816,688900,23665,818981,119555,557983,3964,67974,190,79622,53340,31392,21948,69749,41387,28362,134322,93974,40348,129685,102853,26832,181940,158195,23745,368402,348600,19802,48113,"Dallas County, Texas"
297899,291597,265203,5333,281519,15707,233508,741,9055,0,6302,9910,7991,1919,12521,9363,3158,24678,21010,3668,32307,29686,2621,46293,42865,3428,172190,168661,3529,48121,"Denton County, Texas"
54326,50290,35073,1642,47544,8762,29752,776,2233,0,4036,2339,931,1408,4003,2089,1914,7553,5735,1818,6132,4795,1337,10789,9938,851,23510,21710,1800,48135,"Ector County, Texas"
58633,56550,47502,1192,53645,6460,39981,231,1456,0,2083,1338,983,355,3644,2686,958,6041,5285,756,5905,5396,509,10807,9960,847,30898,29932,966,48139,"Ellis County, Texas"
270160,242853,185370,6123,232160,41929,147525,1747,4520,0,27307,25679,14096,11583,37583,24510,13073,49019,37121,11898,37885,31916,5969,47708,43256,4452,72286,64824,7462,48141,"El Paso County, Texas"
245410,238410,221399,4008,230281,9801,191675,1226,5548,74,7000,7830,6116,1714,9743,6115,3628,20802,18365,2437,21134,18795,2339,41408,38763,2645,144493,140933,3560,48157,"Fort Bend County, Texas"
121976,113916,95023,2655,109446,11569,78974,651,3367,0,8060,7721,6175,1546,8897,7090,1807,13690,11203,2487,12582,10902,1680,18502,15687,2815,60584,56704,3880,48167,"Galveston County, Texas"
48963,45238,35024,1697,42934,7408,27395,84,1178,0,3725,3532,1357,2175,4299,2164,2135,7845,4790,3055,7616,5109,2507,9296,7382,1914,16375,14003,2372,48181,"Grayson County, Texas"
45513,41130,29325,1546,38874,8849,24677,233,601,0,4383,3413,2103,1310,5031,3126,1905,7149,5614,1535,6498,4928,1570,7670,6778,892,15752,15259,493,48183,"Gregg County, Texas"
54789,51249,43692,1801,47942,4877,36589,368,1302,0,3540,2038,1142,896,3418,1865,1553,5532,4654,878,6631,5099,1532,10225,9711,514,26945,26053,892,48187,"Guadalupe County, Texas"
1600357,1494324,1202852,37706,1427346,200260,998502,8649,38912,156,106033,103453,68502,34951,134692,92452,42240,233096,181856,51240,203456,173082,30374,277725,251489,26236,647935,619965,27970,48201,"Harris County, Texas"
22928,19904,15950,1223,18193,2266,11662,154,425,0,3024,1775,673,1102,1664,507,1157,3703,2264,1439,4150,2460,1690,3737,2575,1162,7899,6762,1137,48203,"Harrison County, Texas"
75164,72177,62736,1658,69088,6970,48178,250,1806,0,2987,5119,3984,1135,5853,4240,1613,9165,7078,2087,7584,6199,1385,13808,12605,1203,33635,32385,1250,48209,"Hays County, Texas"
30843,26604,19440,1287,24285,4891,14954,218,316,12,4239,1959,1193,766,5155,3024,2131,6189,4113,2076,4096,3814,282,4955,4293,662,8489,8307,182,48213,"Henderson County, Texas"
237323,199322,131925,6210,188377,49405,108933,1949,3425,0,38001,29166,12783,16383,37007,18957,18050,43445,27119,16326,31414,23051,8363,39017,30946,8071,57274,50846,6428,48215,"Hidalgo County, Texas"
34132,31608,24588,1254,29512,5241,20645,267,694,0,2524,1617,1117,500,3941,2360,1581,6474,4585,1889,3818,3154,664,5431,5039,392,12851,11985,866,48231,"Hunt County, Texas"
90839,81520,56896,2692,76700,16262,49025,757,1652,83,9319,9810,5383,4427,9637,5336,4301,15908,10718,5190,11697,10141,1556,14132,12421,1711,29655,27575,2080,48245,"Jefferson County, Texas"
59180,55953,45869,1500,53968,6359,38562,150,1234,0,3227,2718,2025,693,3475,2453,1022,6344,4801,1543,9522,8813,709,13088,12055,1033,24033,23362,671,48251,"Johnson County, Texas"
39049,35515,28832,860,33998,4589,24650,215,5113,0,3534,1851,964,887,2773,1603,1170,4905,2648,2257,3876,2726,1150,7971,7182,789,17673,16532,1141,48257,"Kaufman County, Texas"
27468,23281,16971,1117,21268,4425,12859,338,626,0,4187,1794,923,871,2396,845,1551,4887,3830,1057,3842,2559,1283,6249,5646,603,8300,7896,404,48291,"Liberty County, Texas"
115686,107416,84970,1983,103466,14344,73598,631,2742,0,8270,10782,6583,4199,12890,8727,4163,17774,12874,4900,15997,13002,2995,18218,16704,1514,40025,36646,3379,48303,"Lubbock County, Texas"
92158,81549,64373,2683,76230,11998,51360,973,1619,0,10609,8347,5335,3012,11113,7210,3903,14492,9989,4503,12875,10650,2225,15549,14429,1120,29782,27251,2531,48309,"McLennan County, Texas"
57636,54356,43756,863,52326,7367,34659,353,1363,0,3280,2103,1134,969,4448,2545,1903,4771,3792,979,5470,4428,1042,9062,8226,836,31782,29984,1798,48329,"Midland County, Texas"
202797,195652,168316,5724,187012,16165,137315,1108,4954,0,7145,10207,7963,2244,10166,7673,2493,20630,17326,3304,23579,20893,2686,33325,31086,2239,104890,101369,3521,48339,"Montgomery County, Texas"
23442,20500,15879,506,19456,2659,14268,232,317,0,2942,1736,933,803,3277,2025,1252,3848,3245,603,3761,3251,510,4559,3736,823,6261,5692,569,48347,"Nacogdoches County, Texas"
129987,116753,78632,3577,110316,22469,69321,913,13587,0,13234,8279,5118,3161,13840,7800,6040,18315,13302,5013,19078,16336,2742,22112,20212,1900,48363,46595,1768,48355,"Nueces County, Texas"
30047,26975,20459,877,25486,4245,15820,187,221,0,3072,1370,898,472,2776,2121,655,4023,3307,716,4923,3625,1298,5253,4624,629,11702,11079,623,48361,"Orange County, Texas"
46238,43889,37789,875,42025,4126,30435,264,970,0,2349,2889,1064,1825,1291,845,446,5290,4403,887,5335,4546,789,8774,6900,1874,22659,21808,851,48367,"Parker County, Texas"
45550,40998,27916,1318,38811,9958,20507,224,376,0,4552,4779,2605,2174,5132,3492,1640,10917,7918,2999,6308,5889,419,8639,6909,1730,9775,8715,1060,48375,"Potter County, Texas"
49457,47611,40817,1613,45111,3866,33664,89,1840,11,1846,1600,1388,212,2511,1891,620,7179,5628,1551,5533,4719,814,10050,9734,316,22584,21874,710,48381,"Randall County, Texas"
34590,33925,30684,563,33090,2250,27698,62,1011,0,665,null,#VALUE!,null,null,#VALUE!,null,null,#VALUE!,null,null,#VALUE!,null,null,#VALUE!,null,null,#VALUE!,null,48397,"Rockwall County, Texas"
22202,19129,14026,723,17978,2699,12845,215,368,0,3073,1942,843,1099,2007,913,1094,2384,1338,1046,3797,3031,766,4320,3329,991,7752,7420,332,48409,"San Patricio County, Texas"
77330,72904,46769,2164,67340,7115,55607,1826,1471,35,4426,6939,4328,2611,6207,3911,2296,9712,8025,1687,10325,9045,1280,14063,12960,1103,30084,27519,2565,48423,"Smith County, Texas"
722473,693257,571675,18132,663042,81192,486945,2597,19942,93,29216,32882,24001,8881,51410,39594,11816,95220,76645,18575,88080,78568,9512,134359,124845,9514,320522,313046,7476,48439,"Tarrant County, Texas"
49811,45743,36023,1780,42797,7302,27029,601,844,0,4068,2994,2325,669,4420,2892,1528,9755,7154,2601,8863,6733,2130,7637,6664,973,16142,15544,598,48441,"Taylor County, Texas"
43301,39763,30288,1000,37145,6842,22958,531,1437,0,3538,2578,1084,1494,5088,2777,2311,5420,3675,1745,7579,6973,606,7961,6857,1104,14675,13005,1670,48451,"Tom Green County, Texas"
486548,471154,419203,10219,451224,29303,343444,2942,12442,75,15394,26482,20768,5714,28717,21688,7029,47909,39027,8882,54902,48742,6160,81197,75902,5295,247341,240438,6903,48453,"Travis County, Texas"
31918,27337,19070,1092,25419,5681,16005,360,468,54,4581,2598,758,1840,4000,1594,2406,5782,3100,2682,3521,2150,1371,5009,4225,784,11008,10514,494,48469,"Victoria County, Texas"
22693,20669,17393,817,19699,3098,8574,0,557,0,2024,4081,3158,923,2773,2682,91,3882,3092,790,2845,1873,972,2786,2214,572,6326,5934,392,48471,"Walker County, Texas"
75300,64670,45483,1776,60611,13372,38510,1363,2299,0,10630,7664,2516,5148,9309,4328,4981,13019,9193,3826,10015,7474,2541,13511,11185,2326,21782,19522,2260,48479,"Webb County, Texas"
46757,42316,33475,1865,39411,5250,29129,493,1014,0,4441,4544,2545,1999,5561,3483,2078,7442,5516,1926,6635,5459,1176,7234,6572,662,15341,14924,417,48485,"Wichita County, Texas"
185345,180719,166229,4925,172852,7859,143659,695,6112,0,4626,4555,3563,992,6482,4628,1854,16388,14096,2292,17557,16418,1139,33917,31410,2507,106446,103479,2967,48491,"Williamson County, Texas"
22864,21496,17747,721,20322,2461,14863,266,378,0,1368,651,256,395,1013,514,499,2919,1557,1362,3049,2626,423,5101,4317,784,10131,9378,753,48497,"Wise County, Texas"
39224,37929,34167,1039,35681,2036,29237,218,1395,0,1295,2342,1759,583,2900,2168,732,6284,5335,949,4794,4014,780,8051,7397,654,14853,14379,474,49005,"Cache County, Utah"
104462,102241,93327,2924,97356,5203,81296,519,2477,0,2221,2527,1844,683,3746,2730,1016,9224,8268,956,11322,9704,1618,16882,15819,1063,60761,58917,1844,49011,"Davis County, Utah"
381831,367385,329542,11534,346894,23303,269560,1568,11331,46,14446,14763,11624,3139,19724,13056,6668,39359,32594,6765,45371,40518,4853,74337,67914,6423,188277,181628,6649,49035,"Salt Lake County, Utah"
20411,19426,17224,972,18039,1233,13047,99,349,0,985,698,275,423,1591,852,739,1868,1868,0,2575,2178,397,3868,3751,117,9811,9746,65,49045,"Tooele County, Utah"
171117,168065,158189,3187,161875,5233,137991,852,5678,51,3052,4837,3016,1821,8097,5434,2663,18616,15363,3253,20242,17369,2873,33105,30893,2212,86220,81838,4382,49049,"Utah County, Utah"
59863,57202,51546,3371,51173,2158,43115,638,2004,0,2661,2879,1968,911,4269,2737,1532,9628,8418,1210,9183,8317,866,12179,11347,832,21725,20680,1045,49053,"Washington County, Utah"
85615,81465,72054,2474,77140,4180,60950,491,2166,0,4150,4354,3424,930,4254,2994,1260,9592,7812,1780,10547,9264,1283,18029,16808,1221,38839,37326,1513,49057,"Weber County, Utah"
66095,62458,56920,4225,55615,2129,42113,854,1829,0,3637,3571,2395,1176,4926,3447,1479,6606,4794,1812,6677,5547,1130,11001,9826,1175,33314,30560,2754,50007,"Chittenden County, Vermont"
41956,39870,35639,2364,36047,2267,25734,440,4038,0,2086,1475,1193,282,3044,2394,650,5056,3331,1725,4344,3860,484,6000,5576,424,22037,20952,1085,51003,"Albemarle County, Virginia"
109940,104636,99733,2135,100459,1864,82459,397,12722,0,5304,3390,2688,702,4254,2228,2026,4647,3643,1004,6053,4642,1411,14355,12269,2086,77241,74934,2307,51013,"Arlington County, Virginia"
29783,26307,21291,1134,24155,2736,16562,292,144,0,3476,1356,338,1018,2505,1101,1404,3486,2093,1393,4896,4077,819,6098,5237,861,11442,10453,989,51015,"Augusta County, Virginia"
31271,28393,24289,1769,25563,2682,17963,203,946,0,2878,1123,555,568,2589,1633,956,4966,3688,1278,4053,3380,673,5792,5295,497,12748,11863,885,51019,"Bedford County, Virginia"
126748,120585,109136,4969,112426,6938,93569,589,2020,0,6163,3161,2194,967,5779,4004,1775,13071,10883,2188,13238,11848,1390,23961,22322,1639,67538,65363,2175,51041,"Chesterfield County, Virginia"
396628,386510,367359,11367,367215,10786,307334,1418,19589,0,10118,10352,8249,2103,11572,9437,2135,22848,19149,3699,25141,22907,2234,43545,40864,2681,283170,278702,4468,51059,"Fairfax County, Virginia"
25134,24030,22051,997,22382,1449,18989,137,574,0,1104,918,900,18,894,780,114,2001,1566,435,1536,1348,188,4510,4121,389,15275,14569,706,51061,"Fauquier County, Virginia"
31551,28700,26132,1821,25970,1499,19880,113,528,0,2851,359,310,49,1511,817,694,3504,2465,1039,3572,2912,660,5403,4763,640,17202,16192,1010,51069,"Frederick County, Virginia"
39929,37442,34459,1800,34512,2004,23920,88,673,0,2487,816,628,188,2182,1049,1133,3041,2600,441,3543,2720,823,7040,5790,1250,23307,22583,724,51085,"Hanover County, Virginia"
129408,120960,106228,5279,111339,9245,80019,1254,1732,30,8448,5470,4167,1303,8470,4988,3482,15179,11937,3242,18467,16128,2339,22310,20425,1885,59512,58490,1022,51087,"Henrico County, Virginia"
29849,28792,26858,1310,26173,1459,19942,0,483,0,1057,1405,510,895,1921,1122,799,2062,1400,662,2707,1960,747,5488,5178,310,16266,14551,1715,51095,"James City County, Virginia"
133417,130543,124881,2610,125486,3300,107822,792,5896,0,2874,1529,1203,326,2684,2117,567,6483,5728,755,7483,6571,912,13154,12300,854,102084,99714,2370,51107,"Loudoun County, Virginia"
34585,31920,26700,723,30090,2688,23170,189,267,0,2665,4369,3813,556,4174,2839,1335,4524,3375,1149,3388,3315,73,7200,6561,639,10930,10528,402,51121,"Montgomery County, Virginia"
143861,140592,129329,3778,133765,6168,114005,657,4463,42,3269,3224,2971,253,3873,3042,831,8343,7334,1009,11564,10641,923,19856,19192,664,97001,95359,1642,51153,"Prince William County, Virginia"
38061,34723,30140,1935,31184,2962,24219,287,1581,0,3338,863,514,349,2774,1672,1102,6219,4377,1842,4781,4177,604,5687,5504,183,17737,16035,1702,51161,"Roanoke County, Virginia"
31462,27907,23780,2259,24643,2890,16982,224,516,0,3555,2218,943,1275,1802,1314,488,3821,2393,1428,4748,3700,1048,7273,5854,1419,11600,10816,784,51165,"Rockingham County, Virginia"
45223,43649,38968,1847,39889,2159,33858,493,1379,0,1574,1648,1245,403,1843,1226,617,3559,2821,738,3419,2846,573,8178,7606,572,26576,25787,789,51177,"Spotsylvania County, Virginia"
48418,47386,43256,812,45347,1772,38302,152,952,0,1032,986,824,162,1180,977,203,2965,2590,375,3307,2577,730,6647,6443,204,33333,33008,325,51179,"Stafford County, Virginia"
24996,23411,22309,1058,21652,558,17848,28,346,0,1585,1165,614,551,1281,626,655,1634,1438,196,2866,2542,324,4529,4062,467,13521,12358,1163,51199,"York County, Virginia"
71740,67628,61873,1530,64906,2807,49203,391,2521,0,4112,2949,1762,1187,3468,2314,1154,4869,4147,722,5167,4596,571,9828,8894,934,45459,44419,1040,51510,"Alexandria city, Virginia"
86122,81630,72941,3649,75720,5172,61728,591,2735,0,4492,3787,2943,844,4719,3528,1191,7939,6022,1917,10063,8973,1090,13561,12879,682,46053,44547,1506,51550,"Chesapeake city, Virginia"
54800,49821,43760,2590,45295,3602,34084,760,1345,0,4979,4516,2479,2037,5087,3248,1839,6244,4095,2149,8395,6412,1983,12236,10313,1923,18322,16951,1371,51650,"Hampton city, Virginia"
28500,25520,20826,1502,23785,3759,15821,191,1193,0,2980,2143,1291,852,3167,2343,824,7193,5525,1668,3655,3020,635,4058,3847,211,8284,7718,566,51680,"Lynchburg city, Virginia"
71291,64875,53922,3938,58328,8031,37215,630,1857,74,6416,5673,2239,3434,6770,3256,3514,11374,6047,5327,11702,6150,5552,13848,9550,4298,21924,18861,3063,51700,"Newport News city, Virginia"
89338,82739,64156,3256,78112,11832,51800,660,1841,40,6599,8142,5446,2696,9786,6733,3053,14537,11847,2690,12536,10714,1822,18580,16628,1952,25757,24818,939,51710,"Norfolk city, Virginia"
34578,31268,22594,1380,29209,6249,17710,288,560,0,3310,4108,2480,1628,3105,1791,1314,5837,4855,982,4905,4314,591,6516,5659,857,10107,9673,434,51740,"Portsmouth city, Virginia"
91359,82121,66402,2697,76470,10993,51425,1172,1631,0,9238,9382,5394,3988,9684,5736,3948,15276,11181,4095,12398,9448,2950,14271,12131,2140,30348,28339,2009,51760,"Richmond city, Virginia"
41353,34696,26388,921,32566,6752,20575,269,1696,0,6657,3928,2457,1471,5251,2270,2981,8777,5447,3330,6246,4722,1524,5586,5425,161,11565,10382,1183,51770,"Roanoke city, Virginia"
34890,31615,26118,1485,29448,3711,22393,43,431,0,3275,1585,747,838,3152,1587,1565,3186,2129,1057,4143,3050,1093,5935,4740,1195,16889,16287,602,51800,"Suffolk city, Virginia"
172183,165042,147362,4382,155953,10061,124727,1396,4216,0,7141,5589,4201,1388,7384,5471,1913,16657,13984,2673,21006,18602,2404,32992,30381,2611,88555,85170,3385,51810,"Virginia Beach city, Virginia"
71921,67784,58161,2659,61844,5396,50221,466,1168,72,4137,2245,1670,575,4725,3627,1098,9629,6643,2986,9348,8321,1027,14240,12010,2230,31734,30236,1498,53005,"Benton County, Washington"
31587,29379,24564,1004,26887,3003,19045,338,289,0,2208,934,372,562,2203,1938,265,6034,3682,2352,4460,3733,727,7781,7030,751,10175,9667,508,53007,"Chelan County, Washington"
33265,29950,26830,3027,25338,1810,19121,368,285,0,3315,1905,1315,590,4243,2672,1571,4449,3675,774,3988,3747,241,6810,6570,240,11870,11527,343,53009,"Clallam County, Washington"
178980,170753,154176,7803,156596,9146,126421,705,4348,44,8227,6529,4576,1953,9357,6988,2369,18842,15316,3526,22230,20551,1679,33690,31544,2146,88332,86124,2208,53011,"Clark County, Washington"
43279,39444,32011,2378,35686,2997,27697,604,1258,0,3835,2694,1879,815,3438,2393,1045,6993,5162,1831,6070,5322,748,8377,7336,1041,15707,14616,1091,53015,"Cowlitz County, Washington"
27067,25754,19969,308,24918,3539,18658,0,373,0,1313,920,673,247,1881,1637,244,3604,2962,642,4171,3538,633,6221,6011,210,10270,9725,545,53021,"Franklin County, Washington"
30806,28090,21115,1495,25580,3968,18764,242,505,0,2716,2074,918,1156,2648,1690,958,4789,4058,731,5255,4694,561,4839,4583,256,11201,10761,440,53025,"Grant County, Washington"
27674,25017,19973,2074,21358,3818,14771,368,566,0,2657,2333,1594,739,3370,2189,1181,4716,3638,1078,3760,3346,414,6282,5639,643,7213,6822,391,53027,"Grays Harbor County, Washington"
34572,32839,30601,1679,29926,1214,24502,104,865,0,1733,1798,1545,253,1959,1634,325,3724,3115,609,4723,4349,374,7599,6750,849,14769,14385,384,53029,"Island County, Washington"
897476,861049,788706,27210,817680,38910,637101,4342,29629,142,36427,38288,27580,10708,43095,30199,12896,71149,59559,11590,78165,67781,10384,128023,118640,9383,538756,526801,11955,53033,"King County, Washington"
105411,100844,92899,4382,92720,4601,74603,859,2097,0,4567,4857,3700,1157,6105,4904,1201,10062,7934,2128,12314,11294,1020,17667,16871,796,54406,53444,962,53035,"Kitsap County, Washington"
30327,27838,23890,2073,24667,2380,18917,55,359,0,2489,1547,1147,400,2318,1795,523,4605,3535,1070,4765,3953,812,5044,4598,446,12048,11287,761,53041,"Lewis County, Washington"
25864,24049,20518,1520,20405,1860,16050,579,346,0,1815,1451,1022,429,2467,1668,799,4198,3696,502,2904,2664,240,5351,5038,313,9493,8888,605,53045,"Mason County, Washington"
328519,312005,272101,12092,290850,22933,225343,2188,11616,47,16514,12812,8364,4448,16828,10846,5982,33284,27032,6252,40216,34678,5538,60053,53673,6380,165326,158692,6634,53053,"Pierce County, Washington"
48474,45616,40274,3018,40891,2434,32377,276,1617,0,2858,2541,1916,625,2689,1873,816,5335,4455,880,6441,5610,831,7958,7768,190,23510,22234,1276,53057,"Skagit County, Washington"
300215,290008,259639,11189,271487,16668,215212,1715,5883,0,10207,9520,7353,2167,13797,9274,4523,25991,21396,4595,28624,26582,2042,50768,47069,3699,171515,167253,4262,53061,"Snohomish County, Washington"
206191,192835,168572,8808,176624,11559,134687,2219,4273,45,13356,12571,9176,3395,18732,14474,4258,29694,24276,5418,28027,25436,2591,40285,37053,3232,76882,74427,2455,53063,"Spokane County, Washington"
110713,103987,93930,5127,94646,5146,76704,1115,2688,105,6726,3892,2936,956,7192,5373,1819,10648,8124,2524,14680,12607,2073,20493,18319,2174,53808,51284,2524,53067,"Thurston County, Washington"
87080,81642,73180,4502,74069,4376,57624,867,1571,0,5438,5327,3771,1556,6772,4910,1862,12055,9709,2346,10248,8378,1870,18379,16749,1630,34299,32286,2013,53073,"Whatcom County, Washington"
83320,75971,54422,3487,69210,13164,45333,1024,1514,136,7349,5649,3391,2258,8736,5565,3171,11951,9869,2082,13443,11266,2177,16882,15038,1844,26659,24846,1813,53077,"Yakima County, Washington"
45800,41923,34796,1790,38237,3801,28558,597,846,0,3877,1987,1494,493,2921,2375,546,6645,4998,1647,6252,4691,1561,11134,9391,1743,16861,15805,1056,54003,"Berkeley County, West Virginia"
38024,33876,22688,2129,30479,6759,21047,433,840,0,4148,4739,3061,1678,4778,2573,2205,7875,6064,1811,5992,5146,846,6431,5600,831,8209,7890,319,54011,"Cabell County, West Virginia"
26878,23580,17962,1501,21123,4280,14050,433,636,0,3298,2545,1413,1132,3153,1601,1552,4862,3501,1361,3523,2680,843,4922,4438,484,7873,7473,400,54033,"Harrison County, West Virginia"
78482,69409,47743,4210,62274,13023,43767,830,2330,0,9073,5726,4398,1328,11029,5790,5239,16432,12097,4335,12462,10791,1671,12701,11074,1627,20132,19343,789,54039,"Kanawha County, West Virginia"
40603,38391,33641,1666,35329,1959,27828,333,742,0,2212,4624,3452,1172,3921,2833,1088,5806,5001,805,5612,5135,477,6702,6242,460,13938,13828,110,54061,"Monongalia County, West Virginia"
31169,25671,19381,1813,21901,3582,16028,733,358,56,5498,3566,2289,1277,5799,2909,2890,4836,3295,1541,4085,3203,882,4891,4315,576,7992,7358,634,54081,"Raleigh County, West Virginia"
36064,31406,24791,1524,27650,3198,20416,458,339,0,4658,2572,1350,1222,5251,3336,1915,7076,4919,2157,5327,4795,532,5422,4731,691,10416,9729,687,54107,"Wood County, West Virginia"
104470,95538,81613,5635,85302,7137,69893,1267,3323,75,8932,4092,2885,1207,8295,5502,2793,15171,11642,3529,13183,10674,2509,21815,19118,2697,41914,40288,1626,55009,"Brown County, Wisconsin"
226350,215750,197655,10102,198661,9249,152982,2394,4825,237,10600,10297,7819,2478,10657,7794,2863,25746,20287,5459,29625,25005,4620,42221,38655,3566,107804,103690,4114,55025,"Dane County, Wisconsin"
35221,31602,26427,1800,28396,3092,21209,257,796,0,3619,1558,887,671,2750,1433,1317,4802,3907,895,5258,4444,814,6273,5571,702,14580,14010,570,55027,"Dodge County, Wisconsin"
40421,37594,33773,2171,33222,2021,26866,718,863,0,2827,2491,1654,837,2935,2288,647,6031,4870,1161,4680,4176,504,8760,8216,544,15524,14822,702,55035,"Eau Claire County, Wisconsin"
41009,35818,31417,2666,31885,2321,24906,441,599,10,5191,2064,1320,744,3710,2376,1334,5868,3905,1963,5834,4918,916,8956,7542,1414,14577,13857,720,55039,"Fond du Lac County, Wisconsin"
