index,total_pop,id,Geographic Area Name
644,66802,45031,"Darlington County, South Carolina"
645,160647,45035,"Dorchester County, South Carolina"
646,138159,45041,"Florence County, South Carolina"
647,514213,45045,"Greenville County, South Carolina"
648,70741,45047,"Greenwood County, South Carolina"
649,344147,45051,"Horry County, South Carolina"
650,65592,45055,"Kershaw County, South Carolina"
651,95380,45057,"Lancaster County, South Carolina"
652,66994,45059,"Laurens County, South Carolina"
653,295032,45063,"Lexington County, South Carolina"
654,78374,45073,"Oconee County, South Carolina"
655,86934,45075,"Orangeburg County, South Carolina"
656,124937,45077,"Pickens County, South Carolina"
657,414576,45079,"Richland County, South Carolina"
658,313888,45083,"Spartanburg County, South Carolina"
659,106512,45085,"Sumter County, South Carolina"
660,274118,45091,"York County, South Carolina"
661,192876,46099,"Minnehaha County, South Dakota"
662,111729,46103,"Pennington County, South Dakota"
663,76482,47001,"Anderson County, Tennessee"
664,131349,47009,"Blount County, Tennessee"
665,106727,47011,"Bradley County, Tennessee"
666,692587,47037,"Davidson County, Tennessee"
667,69087,47059,"Greene County, Tennessee"
668,364286,47065,"Hamilton County, Tennessee"
669,465289,47093,"Knox County, Tennessee"
670,97605,47113,"Madison County, Tennessee"
671,94340,47119,"Maury County, Tennessee"
672,205950,47125,"Montgomery County, Tennessee"
673,78843,47141,"Putnam County, Tennessee"
674,71012,47147,"Robertson County, Tennessee"
675,324890,47149,"Rutherford County, Tennessee"
676,97892,47155,"Sevier County, Tennessee"
677,935764,47157,"Shelby County, Tennessee"
678,157668,47163,"Sullivan County, Tennessee"
679,187149,47165,"Sumner County, Tennessee"
680,128607,47179,"Washington County, Tennessee"
681,231729,47187,"Williamson County, Tennessee"
682,140625,47189,"Wilson County, Tennessee"
683,87092,48005,"Angelina County, Texas"
684,86976,48021,"Bastrop County, Texas"
685,355642,48027,"Bell County, Texas"
686,1986049,48029,"Bexar County, Texas"
687,94324,48037,"Bowie County, Texas"
688,370200,48039,"Brazoria County, Texas"
689,226758,48041,"Brazos County, Texas"
690,423908,48061,"Cameron County, Texas"
691,1005146,48085,"Collin County, Texas"
692,148373,48091,"Comal County, Texas"
693,74808,48099,"Coryell County, Texas"
694,2637772,48113,"Dallas County, Texas"
695,859064,48121,"Denton County, Texas"
696,162124,48135,"Ector County, Texas"
697,179436,48139,"Ellis County, Texas"
698,840758,48141,"El Paso County, Texas"
699,787858,48157,"Fort Bend County, Texas"
700,337890,48167,"Galveston County, Texas"
701,133991,48181,"Grayson County, Texas"
702,123707,48183,"Gregg County, Texas"
703,163694,48187,"Guadalupe County, Texas"
704,4698619,48201,"Harris County, Texas"
705,66726,48203,"Harrison County, Texas"
706,222631,48209,"Hays County, Texas"
707,82299,48213,"Henderson County, Texas"
708,865939,48215,"Hidalgo County, Texas"
709,96493,48231,"Hunt County, Texas"
710,255001,48245,"Jefferson County, Texas"
711,171361,48251,"Johnson County, Texas"
712,128622,48257,"Kaufman County, Texas"
713,86323,48291,"Liberty County, Texas"
714,307412,48303,"Lubbock County, Texas"
715,254607,48309,"McLennan County, Texas"
716,172578,48329,"Midland County, Texas"
717,590925,48339,"Montgomery County, Texas"
718,65711,48347,"Nacogdoches County, Texas"
719,362265,48355,"Nueces County, Texas"
720,83572,48361,"Orange County, Texas"
721,138371,48367,"Parker County, Texas"
722,119648,48375,"Potter County, Texas"
723,136271,48381,"Randall County, Texas"
724,100657,48397,"Rockwall County, Texas"
725,66893,48409,"San Patricio County, Texas"
726,230221,48423,"Smith County, Texas"
727,2084931,48439,"Tarrant County, Texas"
728,137640,48441,"Taylor County, Texas"
729,118189,48451,"Tom Green County, Texas"
730,1248743,48453,"Travis County, Texas"
731,92035,48469,"Victoria County, Texas"
732,72480,48471,"Walker County, Texas"
734,132064,48485,"Wichita County, Texas"
735,566719,48491,"Williamson County, Texas"
736,68305,48497,"Wise County, Texas"
737,127068,49005,"Cache County, Utah"
738,351713,49011,"Davis County, Utah"
739,1152633,49035,"Salt Lake County, Utah"
740,69907,49045,"Tooele County, Utah"
741,622213,49049,"Utah County, Utah"
742,171700,49053,"Washington County, Utah"
743,256359,49057,"Weber County, Utah"
744,164572,50007,"Chittenden County, Vermont"
745,108718,51003,"Albemarle County, Virginia"
746,237521,51013,"Arlington County, Virginia"
747,75457,51015,"Augusta County, Virginia"
748,78747,51019,"Bedford County, Virginia"
749,348556,51041,"Chesterfield County, Virginia"
750,1150795,51059,"Fairfax County, Virginia"
751,70675,51061,"Fauquier County, Virginia"
752,88355,51069,"Frederick County, Virginia"
753,107239,51085,"Hanover County, Virginia"
754,329261,51087,"Henrico County, Virginia"
755,76397,51095,"James City County, Virginia"
756,406850,51107,"Loudoun County, Virginia"
757,98985,51121,"Montgomery County, Virginia"
758,468011,51153,"Prince William County, Virginia"
759,94073,51161,"Roanoke County, Virginia"
760,81244,51165,"Rockingham County, Virginia"
761,134238,51177,"Spotsylvania County, Virginia"
762,149960,51179,"Stafford County, Virginia"
763,67846,51199,"York County, Virginia"
764,160530,51510,"Alexandria city, Virginia"
765,242634,51550,"Chesapeake city, Virginia"
766,134313,51650,"Hampton city, Virginia"
767,82126,51680,"Lynchburg city, Virginia"
768,178626,51700,"Newport News city, Virginia"
769,244076,51710,"Norfolk city, Virginia"
770,94632,51740,"Portsmouth city, Virginia"
771,228783,51760,"Richmond city, Virginia"
772,99920,51770,"Roanoke city, Virginia"
773,91185,51800,"Suffolk city, Virginia"
774,450189,51810,"Virginia Beach city, Virginia"
775,201877,53005,"Benton County, Washington"
776,77036,53007,"Chelan County, Washington"
777,76737,53009,"Clallam County, Washington"
778,481857,53011,"Clark County, Washington"
779,108987,53015,"Cowlitz County, Washington"
780,94347,53021,"Franklin County, Washington"
781,97331,53025,"Grant County, Washington"
782,73901,53027,"Grays Harbor County, Washington"
783,84460,53029,"Island County, Washington"
784,2233163,53033,"King County, Washington"
785,269805,53035,"Kitsap County, Washington"
786,79604,53041,"Lewis County, Washington"
787,65507,53045,"Mason County, Washington"
788,891299,53053,"Pierce County, Washington"
789,128206,53057,"Skagit County, Washington"
790,814901,53061,"Snohomish County, Washington"
791,514631,53063,"Spokane County, Washington"
792,286419,53067,"Thurston County, Washington"
793,225685,53073,"Whatcom County, Washington"
794,251446,53077,"Yakima County, Washington"
795,117123,54003,"Berkeley County, West Virginia"
796,93224,54011,"Cabell County, West Virginia"
797,67554,54033,"Harrison County, West Virginia"
798,180454,54039,"Kanawha County, West Virginia"
799,106420,54061,"Monongalia County, West Virginia"
800,74254,54081,"Raleigh County, West Virginia"
801,84203,54107,"Wood County, West Virginia"
802,263378,55009,"Brown County, Wisconsin"
803,542364,55025,"Dane County, Wisconsin"
804,87847,55027,"Dodge County, Wisconsin"
805,104534,55035,"Eau Claire County, Wisconsin"
806,103066,55039,"Fond du Lac County, Wisconsin"
807,85129,55055,"Jefferson County, Wisconsin"
808,169290,55059,"Kenosha County, Wisconsin"
809,118230,55063,"La Crosse County, Wisconsin"
810,79074,55071,"Manitowoc County, Wisconsin"
811,135428,55073,"Marathon County, Wisconsin"
812,948201,55079,"Milwaukee County, Wisconsin"
813,187365,55087,"Outagamie County, Wisconsin"
814,89147,55089,"Ozaukee County, Wisconsin"
815,70942,55097,"Portage County, Wisconsin"
816,196584,55101,"Racine County, Wisconsin"
817,163129,55105,"Rock County, Wisconsin"
818,89694,55109,"St. Croix County, Wisconsin"
819,115456,55117,"Sheboygan County, Wisconsin"
820,103718,55127,"Walworth County, Wisconsin"
821,135693,55131,"Washington County, Wisconsin"
822,403072,55133,"Waukesha County, Wisconsin"
823,171020,55139,"Winnebago County, Wisconsin"
824,73055,55141,"Wood County, Wisconsin"
825,98976,56021,"Laramie County, Wyoming"
826,79115,56025,"Natrona County, Wyoming"
827,82114,72013,"Arecibo Municipio, Puerto Rico"
828,170480,72021,"Bayamón Municipio, Puerto Rico"
829,124434,72025,"Caguas Municipio, Puerto Rico"
830,147661,72031,"Carolina Municipio, Puerto Rico"
831,83787,72061,"Guaynabo Municipio, Puerto Rico"
832,71986,72097,"Mayagüez Municipio, Puerto Rico"
833,133191,72113,"Ponce Municipio, Puerto Rico"
834,320967,72127,"San Juan Municipio, Puerto Rico"
835,71094,72135,"Toa Alta Municipio, Puerto Rico"
836,74623,72137,"Toa Baja Municipio, Puerto Rico"
837,63746,72139,"Trujillo Alto Municipio, Puerto Rico"
