total,less_10000_total,less_10000_internet,less_10000_none,_10000_19900_total,_10000_19900_internet,_10000_19900_none,_20000_34999_total,_20000_34999_internet,_20000_34999_none,_35000_49999_total,_35000_49999_internet,_35000_49999_none,_50000_74900_total,_50000_74900_internet,_50000_74900_none,greater_75000_total,greater_75000_internet,greater_75000_none,id,geographic_area_name
29779,3434,2370,1064,3187,1818,1369,5175,3304,1871,4045,3210,835,4998,4625,373,8940,8287,653,39141,"Ross County, Ohio"
28719,3895,2271,1624,4528,3012,1516,5422,4262,1160,3178,2927,251,4357,4193,164,7339,6605,734,39145,"Scioto County, Ohio"
152210,10493,5676,4817,16554,10911,5643,25014,18026,6988,20753,18038,2715,28905,26851,2054,50491,48708,1783,39151,"Stark County, Ohio"
226243,13512,8636,4876,20510,14361,6149,32380,25259,7121,29803,25586,4217,40523,36841,3682,89515,86012,3503,39153,"Summit County, Ohio"
83303,7717,5381,2336,10390,6150,4240,14249,10875,3374,11178,8742,2436,16602,14722,1880,23167,21776,1391,39155,"Trumbull County, Ohio"
36740,1293,758,535,4890,2504,2386,5751,4063,1688,6539,5175,1364,5953,5211,742,12314,11677,637,39157,"Tuscarawas County, Ohio"
83540,2075,1656,419,3913,3186,727,7872,6987,885,6490,5693,797,15357,14150,1207,47833,46344,1489,39165,"Warren County, Ohio"
43908,1739,1039,700,3406,1773,1633,6586,4456,2130,6239,4810,1429,10118,9209,909,15820,14571,1249,39169,"Wayne County, Ohio"
50694,2630,1690,940,4087,3081,1006,7796,6103,1693,4964,4330,634,9343,8052,1291,21874,20308,1566,39173,"Wood County, Ohio"
45344,923,711,212,2825,1737,1088,5068,4384,684,5684,5215,469,10218,9548,670,20626,19930,696,40017,"Canadian County, Oklahoma"
110775,6977,4666,2311,6864,4275,2589,14449,12452,1997,15954,12985,2969,21244,19411,1833,45287,43765,1522,40027,"Cleveland County, Oklahoma"
42489,2867,1974,893,4837,3689,1148,6062,4951,1111,6450,5977,473,9230,8522,708,13043,12488,555,40031,"Comanche County, Oklahoma"
26957,1685,1173,512,2914,1335,1579,4274,2739,1535,3243,2760,483,5248,4354,894,9593,8996,597,40037,"Creek County, Oklahoma"
26566,2418,1082,1336,3030,1586,1444,4846,3356,1490,4044,2787,1257,5153,4496,657,7075,6408,667,40101,"Muskogee County, Oklahoma"
302645,20368,13120,7248,27895,18649,9246,50275,39816,10459,44188,37762,6426,56680,51291,5389,103239,98337,4902,40109,"Oklahoma County, Oklahoma"
30734,3812,2246,1566,3249,2456,793,5200,4001,1199,3570,3252,318,5916,5299,617,8987,8319,668,40119,"Payne County, Oklahoma"
26714,2213,1349,864,3247,2188,1059,4471,3224,1247,3829,3240,589,5334,4828,506,7620,7075,545,40125,"Pottawatomie County, Oklahoma"
250492,17096,11890,5206,22287,14458,7829,37309,29795,7514,36420,31132,5288,45222,41207,4015,92158,89024,3134,40143,"Tulsa County, Oklahoma"
30186,1173,919,254,2226,1397,829,3655,2827,828,4312,3980,332,5872,5430,442,12948,12394,554,40145,"Wagoner County, Oklahoma"
35520,3072,2835,237,3420,3006,414,4663,3973,690,3113,2836,277,5911,5593,318,15341,14984,357,41003,"Benton County, Oregon"
158749,5872,4003,1869,7263,5177,2086,16432,12104,4328,15111,12898,2213,28406,25432,2974,85665,82025,3640,41005,"Clackamas County, Oregon"
79950,3345,2084,1261,6347,4316,2031,9329,7606,1723,9860,8195,1665,15652,14668,984,35417,34168,1249,41017,"Deschutes County, Oregon"
45647,2068,1262,806,5759,4544,1215,8439,6523,1916,7825,5894,1931,9683,9019,664,11873,11205,668,41019,"Douglas County, Oregon"
89787,6021,3444,2577,7196,4873,2323,14727,11245,3482,12261,11790,471,17551,16045,1506,32031,30310,1721,41029,"Jackson County, Oregon"
37059,3061,2316,745,4247,2985,1262,5985,4291,1694,5775,4638,1137,7612,6615,997,10379,9320,1059,41033,"Josephine County, Oregon"
26798,2349,1507,842,3496,2582,914,4614,3481,1133,3954,3435,519,5193,4715,478,7192,6606,586,41035,"Klamath County, Oregon"
156072,10634,7164,3470,15605,12092,3513,24969,21368,3601,21188,19815,1373,31412,28258,3154,52264,50763,1501,41039,"Lane County, Oregon"
48464,1929,1018,911,4728,2721,2007,6826,5248,1578,8297,7367,930,10791,10101,690,15893,15083,810,41043,"Linn County, Oregon"
119511,6022,3989,2033,11563,7814,3749,17589,14617,2972,17933,15411,2522,22066,19688,2378,44338,41832,2506,41047,"Marion County, Oregon"
330223,19051,13150,5901,24859,17488,7371,39416,32608,6808,36488,33688,2800,52841,49007,3834,157568,152118,5450,41051,"Multnomah County, Oregon"
31218,1559,1356,203,3554,2607,947,3448,3112,336,4412,3861,551,5436,5104,332,12809,12664,145,41053,"Polk County, Oregon"
26048,1747,1260,487,2918,1753,1165,3691,2667,1024,3345,2625,720,5189,4541,648,9158,8459,699,41059,"Umatilla County, Oregon"
225955,6157,4956,1201,10879,8344,2535,22251,19293,2958,26454,23601,2853,36424,33800,2624,123790,119707,4083,41067,"Washington County, Oregon"
37235,3395,2434,961,2451,1454,997,5345,3561,1784,4275,3556,719,5927,5694,233,15842,14701,1141,41071,"Yamhill County, Oregon"
39570,1336,1091,245,3463,2071,1392,4791,3513,1278,4942,4178,764,8732,7746,986,16306,15840,466,42001,"Adams County, Pennsylvania"
543369,37717,26053,11664,50728,34378,16350,77566,59136,18430,64606,54699,9907,89603,83460,6143,223149,216054,7095,42003,"Allegheny County, Pennsylvania"
27332,1702,908,794,3025,1447,1578,4510,3155,1355,4435,3185,1250,4718,4182,536,8942,8698,244,42005,"Armstrong County, Pennsylvania"
73059,4755,2771,1984,7127,4200,2927,13520,9833,3687,8841,7454,1387,12844,11538,1306,25972,25372,600,42007,"Beaver County, Pennsylvania"
157006,7806,4690,3116,12035,7599,4436,23073,15515,7558,17865,14233,3632,30539,26690,3849,65688,62041,3647,42011,"Berks County, Pennsylvania"
51096,3311,1481,1830,7156,4394,2762,7900,5576,2324,7218,6202,1016,8605,7856,749,16906,16002,904,42013,"Blair County, Pennsylvania"
239962,6827,4640,2187,11651,7192,4459,23544,17797,5747,20489,17500,2989,39824,36373,3451,137627,133676,3951,42017,"Bucks County, Pennsylvania"
77764,3330,2325,1005,6430,4084,2346,10123,6909,3214,8123,6465,1658,14719,13493,1226,35039,34143,896,42019,"Butler County, Pennsylvania"
56483,4655,2638,2017,6907,3999,2908,10466,7026,3440,8065,6418,1647,9904,8842,1062,16486,15239,1247,42021,"Cambria County, Pennsylvania"
25177,1555,898,657,2201,1243,958,4759,3599,1160,3499,2703,796,4052,3437,615,9111,8910,201,42025,"Carbon County, Pennsylvania"
58514,6727,5171,1556,4702,3207,1495,6864,5743,1121,8512,6164,2348,9281,8094,1187,22428,21343,1085,42027,"Centre County, Pennsylvania"
192746,5899,4456,1443,8730,5510,3220,14713,11998,2715,14614,10845,3769,29342,26551,2791,119448,115501,3947,42029,"Chester County, Pennsylvania"
31992,2599,1569,1030,4117,2090,2027,5499,4340,1159,5179,3915,1264,5733,5102,631,8865,8418,447,42033,"Clearfield County, Pennsylvania"
26655,2149,1269,880,2669,1352,1317,4980,2971,2009,3289,2831,458,5327,4845,482,8241,7957,284,42037,"Columbia County, Pennsylvania"
34386,1835,1267,568,3586,2235,1351,6597,4947,1650,4568,3862,706,7419,6535,884,10381,9934,447,42039,"Crawford County, Pennsylvania"
102243,3624,2096,1528,5668,3613,2055,13092,9962,3130,12938,10355,2583,19025,17693,1332,47896,45532,2364,42041,"Cumberland County, Pennsylvania"
112559,6902,4794,2108,8233,5149,3084,15319,11247,4072,18331,14162,4169,20936,18051,2885,42838,40198,2640,42043,"Dauphin County, Pennsylvania"
207499,9758,6796,2962,13866,9525,4341,24763,18034,6729,23798,20063,3735,35832,32364,3468,99482,96572,2910,42045,"Delaware County, Pennsylvania"
109797,8063,6329,1734,11910,7827,4083,21243,15933,5310,15232,13036,2196,19656,18055,1601,33693,32482,1211,42049,"Erie County, Pennsylvania"
56085,4420,2657,1763,6511,3031,3480,9024,5926,3098,6724,5350,1374,10545,9249,1296,18861,17616,1245,42051,"Fayette County, Pennsylvania"
59834,2890,709,2181,6146,3480,2666,6064,4424,1640,9394,8127,1267,13395,11955,1440,21945,20374,1571,42055,"Franklin County, Pennsylvania"
33098,2572,1576,996,3990,2166,1824,4970,3997,973,5123,3513,1610,6279,5301,978,10164,9619,545,42063,"Indiana County, Pennsylvania"
88268,5276,3344,1932,11282,7147,4135,12341,8769,3572,12456,10637,1819,19049,17303,1746,27864,27033,831,42069,"Lackawanna County, Pennsylvania"
202490,8128,3899,4229,14370,8975,5395,25892,18304,7588,26796,19418,7378,39132,33879,5253,88172,80366,7806,42071,"Lancaster County, Pennsylvania"
37497,3009,2062,947,4820,3081,1739,6331,4897,1434,5194,4384,810,6965,6508,457,11178,10379,799,42073,"Lawrence County, Pennsylvania"
54522,2520,2129,391,4566,3031,1535,7282,5183,2099,7047,6111,936,11921,10833,1088,21186,20389,797,42075,"Lebanon County, Pennsylvania"
138586,6988,5009,1979,11164,6880,4284,20994,14955,6039,19473,16155,3318,22225,20738,1487,57742,54841,2901,42077,"Lehigh County, Pennsylvania"
128301,9638,6679,2959,14494,7330,7164,19261,13030,6231,16412,13898,2514,24319,21996,2323,44177,42357,1820,42079,"Luzerne County, Pennsylvania"
44585,3225,1741,1484,4689,1986,2703,5471,4238,1233,6182,5292,890,9713,8974,739,15305,14435,870,42081,"Lycoming County, Pennsylvania"
46809,3248,2393,855,6270,4011,2259,7825,5435,2390,6489,5561,928,9084,8392,692,13893,12421,1472,42085,"Mercer County, Pennsylvania"
55109,2953,2203,750,4941,3536,1405,6440,4678,1762,7408,6436,972,10007,9042,965,23360,22300,1060,42089,"Monroe County, Pennsylvania"
313336,10567,6529,4038,15885,10858,5027,27702,21337,6365,27784,24531,3253,49190,46222,2968,182208,177930,4278,42091,"Montgomery County, Pennsylvania"
114996,4085,2754,1331,8939,4686,4253,14244,9633,4611,13429,11443,1986,22164,18519,3645,52135,50134,2001,42095,"Northampton County, Pennsylvania"
38816,3148,1517,1631,4885,2639,2246,7612,5081,2531,4495,3607,888,6564,6029,535,12112,11403,709,42097,"Northumberland County, Pennsylvania"
608233,79444,48018,31426,75651,46874,28777,94757,68819,25938,70987,58388,12599,100788,87882,12906,186606,176568,10038,42101,"Philadelphia County, Pennsylvania"
58458,4224,2173,2051,7938,4758,3180,9850,5889,3961,7929,6655,1274,10851,9253,1598,17666,16703,963,42107,"Schuylkill County, Pennsylvania"
28796,1463,465,998,3128,1471,1657,5313,3180,2133,3981,3174,807,5902,5204,698,9009,8208,801,42111,"Somerset County, Pennsylvania"
85835,4680,2526,2154,6865,3747,3118,11823,8347,3476,10832,9033,1799,15656,14731,925,35979,34751,1228,42125,"Washington County, Pennsylvania"
150368,7807,4896,2911,13235,7264,5971,22733,16553,6180,20314,16316,3998,27403,25035,2368,58876,56493,2383,42129,"Westmoreland County, Pennsylvania"
173958,8038,5577,2461,13753,7874,5879,21814,15124,6690,21800,17112,4688,34417,29520,4897,74136,71330,2806,42133,"York County, Pennsylvania"
69115,3924,2901,1023,5078,2618,2460,6688,5001,1687,8946,7351,1595,13566,11926,1640,30913,29747,1166,44003,"Kent County, Rhode Island"
34316,1264,887,377,3020,1845,1175,3475,2664,811,3561,3097,464,4832,4255,577,18164,17824,340,44005,"Newport County, Rhode Island"
237038,20482,12348,8134,26765,15615,11150,32274,24737,7537,26073,20717,5356,40951,35478,5473,90493,87293,3200,44007,"Providence County, Rhode Island"
47680,1275,1040,235,2339,1522,817,4350,3766,584,3816,3517,299,8140,7566,574,27760,27301,459,44009,"Washington County, Rhode Island"
68609,4988,3342,1646,7688,4519,3169,9681,7417,2264,10164,8236,1928,13188,11382,1806,22900,22074,826,45003,"Aiken County, South Carolina"
78500,5585,2963,2622,10388,6847,3541,12286,8588,3698,9525,7816,1709,14761,12528,2233,25955,25073,882,45007,"Anderson County, South Carolina"
74679,3676,3011,665,4603,2983,1620,9806,8374,1432,10633,8821,1812,14005,13030,975,31956,31140,816,45013,"Beaufort County, South Carolina"
78168,4681,2919,1762,5140,3295,1845,10974,8349,2625,9664,7155,2509,15869,14170,1699,31840,29616,2224,45015,"Berkeley County, South Carolina"
160457,9265,6235,3030,13327,8053,5274,21498,15665,5833,18774,14231,4543,28025,24985,3040,69568,65006,4562,45019,"Charleston County, South Carolina"
25308,3553,1062,2491,4137,1742,2395,5448,3600,1848,2929,1700,1229,3855,3329,526,5386,4600,786,45031,"Darlington County, South Carolina"
55799,3198,2509,689,4862,3406,1456,6789,5322,1467,5545,4755,790,9857,8758,1099,25548,23997,1551,45035,"Dorchester County, South Carolina"
50518,5471,2867,2604,5125,2505,2620,7713,5350,2363,7467,4886,2581,10082,7685,2397,14660,13765,895,45041,"Florence County, South Carolina"
192556,11883,7450,4433,14713,9287,5426,28905,22800,6105,23028,20110,2918,37789,34444,3345,76238,72829,3409,45045,"Greenville County, South Carolina"
27962,2948,1771,1177,2737,1710,1027,5647,3653,1994,4623,3819,804,5240,4848,392,6767,6114,653,45047,"Greenwood County, South Carolina"
131180,6975,4522,2453,13878,8891,4987,24742,19744,4998,21420,18613,2807,27786,25176,2610,36379,34490,1889,45051,"Horry County, South Carolina"
24756,1697,1363,334,2346,1673,673,4763,3825,938,3125,2613,512,6102,5315,787,6723,6490,233,45055,"Kershaw County, South Carolina"
35710,1248,1131,117,5187,3356,1831,5200,3667,1533,4113,3470,643,6070,5556,514,13892,13215,677,45057,"Lancaster County, South Carolina"
25423,2996,973,2023,2554,982,1572,4519,3510,1009,4806,3899,907,4230,3827,403,6318,5860,458,45059,"Laurens County, South Carolina"
115566,6701,4080,2621,8456,5421,3035,17278,13447,3831,16028,13783,2245,21729,20379,1350,45374,43754,1620,45063,"Lexington County, South Carolina"
31612,2777,1948,829,4242,1672,2570,5872,3417,2455,3666,3049,617,5735,4872,863,9320,8501,819,45073,"Oconee County, South Carolina"
33561,4944,1719,3225,5256,3168,2088,5907,3990,1917,5979,5039,940,5798,4977,821,5677,5404,273,45075,"Orangeburg County, South Carolina"
48185,3116,1199,1917,6569,3056,3513,8567,6136,2431,6948,5271,1677,8944,8396,548,14041,13928,113,45077,"Pickens County, South Carolina"
152227,14268,9150,5118,12971,9041,3930,23164,17243,5921,22201,18812,3389,30295,27913,2382,49328,47370,1958,45079,"Richland County, South Carolina"
116018,7731,4614,3117,10906,5701,5205,17310,12255,5055,17710,14934,2776,21942,19489,2453,40419,37924,2495,45083,"Spartanburg County, South Carolina"
40396,2393,1318,1075,4468,2747,1721,8340,6138,2202,6856,5506,1350,8711,7336,1375,9628,9491,137,45085,"Sumter County, South Carolina"
100623,5599,3546,2053,7257,4889,2368,14775,11699,3076,12247,10697,1550,17348,16571,777,43397,41841,1556,45091,"York County, South Carolina"
76630,3139,2053,1086,6744,4119,2625,10840,7919,2921,10901,9078,1823,15246,14308,938,29760,28577,1183,46099,"Minnehaha County, South Dakota"
44794,1903,1447,456,3525,2262,1263,8508,5803,2705,5724,4749,975,8617,7959,658,16517,15705,812,46103,"Pennington County, South Dakota"
29505,2092,1588,504,3400,2767,633,5051,3685,1366,3969,3495,474,6362,5280,1082,8631,8418,213,47001,"Anderson County, Tennessee"
51446,2720,1798,922,4529,2581,1948,6739,5259,1480,8239,6096,2143,9877,8498,1379,19342,18074,1268,47009,"Blount County, Tennessee"
39104,2567,1264,1303,3595,1989,1606,6372,5150,1222,6641,5413,1228,8348,7605,743,11581,10920,661,47011,"Bradley County, Tennessee"
283445,16604,12025,4579,22200,16676,5524,38213,32064,6149,39090,35201,3889,51382,46564,4818,115956,112745,3211,47037,"Davidson County, Tennessee"
27316,2060,1448,612,3241,1806,1435,4866,3170,1696,3977,3552,425,6311,5206,1105,6861,6221,640,47059,"Greene County, Tennessee"
146057,8807,5821,2986,12581,7523,5058,23218,16509,6709,19532,17338,2194,26686,24186,2500,55233,53870,1363,47065,"Hamilton County, Tennessee"
185416,12591,7908,4683,18412,9796,8616,27106,20462,6644,23743,19458,4285,34472,31495,2977,69092,67472,1620,47093,"Knox County, Tennessee"
39223,3883,2864,1019,5057,3456,1601,6017,4753,1264,6669,6190,479,5423,4607,816,12174,11453,721,47113,"Madison County, Tennessee"
34361,1908,881,1027,2987,2016,971,6655,4790,1865,4284,3692,592,5646,5463,183,12881,12476,405,47119,"Maury County, Tennessee"
72973,4848,3719,1129,5725,4610,1115,11929,10029,1900,10386,9771,615,14044,13493,551,26041,25140,901,47125,"Montgomery County, Tennessee"
33388,1852,985,867,4342,2793,1549,7086,5597,1489,5104,3882,1222,5707,4835,872,9297,9180,117,47141,"Putnam County, Tennessee"
26375,1170,913,257,1840,832,1008,3776,3094,682,2678,2280,398,4742,4140,602,12169,11619,550,47147,"Robertson County, Tennessee"
115376,4791,3728,1063,6534,4440,2094,12834,11546,1288,18609,15715,2894,25633,22964,2669,46975,46210,765,47149,"Rutherford County, Tennessee"
36861,1968,1395,573,4331,2253,2078,6776,5117,1659,5825,5035,790,8038,7264,774,9923,9273,650,47155,"Sevier County, Tennessee"
352648,35405,17718,17687,45531,23363,22168,55628,38334,17294,45232,36263,8969,59399,51084,8315,111453,103039,8414,47157,"Shelby County, Tennessee"
64504,5223,3001,2222,9168,5307,3861,10862,8209,2653,9621,8225,1396,11322,10268,1054,18308,17463,845,47163,"Sullivan County, Tennessee"
68439,3196,2116,1080,4509,2884,1625,8108,6552,1556,8641,7475,1166,14687,13747,940,29298,28347,951,47165,"Sumner County, Tennessee"
54433,4853,2995,1858,6741,3724,3017,8859,6308,2551,7308,6272,1036,10152,9188,964,16520,16176,344,47179,"Washington County, Tennessee"
80601,1727,1552,175,2515,1708,807,4281,3581,700,6266,5735,531,11680,11000,680,54132,53285,847,47187,"Williamson County, Tennessee"
52489,1596,1159,437,3789,2071,1718,5741,3842,1899,5272,3966,1306,8965,8392,573,27126,25570,1556,47189,"Wilson County, Tennessee"
29898,2170,1694,476,3055,2138,917,6684,5385,1299,3954,3522,432,6023,5284,739,8012,7958,54,48005,"Angelina County, Texas"
25334,1560,989,571,2353,1276,1077,2960,2403,557,2709,2174,535,4158,3561,597,11594,10714,880,48021,"Bastrop County, Texas"
123188,7644,6140,1504,10632,8060,2572,17558,13744,3814,20317,18410,1907,24678,22669,2009,42359,39889,2470,48027,"Bell County, Texas"
644193,54666,29246,25420,61883,38664,23219,94117,72199,21918,89217,74034,15183,117287,105251,12036,227023,217391,9632,48029,"Bexar County, Texas"
35228,4283,2127,2156,4014,1599,2415,4746,3913,833,5261,3677,1584,6589,5366,1223,10335,9222,1113,48037,"Bowie County, Texas"
120802,5054,3568,1486,7715,5662,2053,15484,12497,2987,10846,8778,2068,22504,21030,1474,59199,57640,1559,48039,"Brazoria County, Texas"
81030,9270,6358,2912,7302,5578,1724,14409,11415,2994,9448,7045,2403,13842,11999,1843,26759,25624,1135,48041,"Brazos County, Texas"
124812,14362,5067,9295,19724,7411,12313,24338,12706,11632,15608,9299,6309,22610,14217,8393,28170,21194,6976,48061,"Cameron County, Texas"
344824,12832,10004,2828,12540,9090,3450,25441,22448,2993,30478,28071,2407,53559,50080,3479,209974,204846,5128,48085,"Collin County, Texas"
53182,2156,1556,600,2488,1542,946,6074,4494,1580,6783,5998,785,8465,8124,341,27216,26324,892,48091,"Comal County, Texas"
21491,1246,817,429,2274,1413,861,5113,4316,797,2761,2093,668,4038,3649,389,6059,5989,70,48099,"Coryell County, Texas"
937438,53340,31392,21948,69749,41387,28362,134322,93974,40348,129685,102853,26832,181940,158195,23745,368402,348600,19802,48113,"Dallas County, Texas"
297899,9910,7991,1919,12521,9363,3158,24678,21010,3668,32307,29686,2621,46293,42865,3428,172190,168661,3529,48121,"Denton County, Texas"
54326,2339,931,1408,4003,2089,1914,7553,5735,1818,6132,4795,1337,10789,9938,851,23510,21710,1800,48135,"Ector County, Texas"
58633,1338,983,355,3644,2686,958,6041,5285,756,5905,5396,509,10807,9960,847,30898,29932,966,48139,"Ellis County, Texas"
270160,25679,14096,11583,37583,24510,13073,49019,37121,11898,37885,31916,5969,47708,43256,4452,72286,64824,7462,48141,"El Paso County, Texas"
245410,7830,6116,1714,9743,6115,3628,20802,18365,2437,21134,18795,2339,41408,38763,2645,144493,140933,3560,48157,"Fort Bend County, Texas"
121976,7721,6175,1546,8897,7090,1807,13690,11203,2487,12582,10902,1680,18502,15687,2815,60584,56704,3880,48167,"Galveston County, Texas"
48963,3532,1357,2175,4299,2164,2135,7845,4790,3055,7616,5109,2507,9296,7382,1914,16375,14003,2372,48181,"Grayson County, Texas"
45513,3413,2103,1310,5031,3126,1905,7149,5614,1535,6498,4928,1570,7670,6778,892,15752,15259,493,48183,"Gregg County, Texas"
54789,2038,1142,896,3418,1865,1553,5532,4654,878,6631,5099,1532,10225,9711,514,26945,26053,892,48187,"Guadalupe County, Texas"
1600357,103453,68502,34951,134692,92452,42240,233096,181856,51240,203456,173082,30374,277725,251489,26236,647935,619965,27970,48201,"Harris County, Texas"
22928,1775,673,1102,1664,507,1157,3703,2264,1439,4150,2460,1690,3737,2575,1162,7899,6762,1137,48203,"Harrison County, Texas"
75164,5119,3984,1135,5853,4240,1613,9165,7078,2087,7584,6199,1385,13808,12605,1203,33635,32385,1250,48209,"Hays County, Texas"
30843,1959,1193,766,5155,3024,2131,6189,4113,2076,4096,3814,282,4955,4293,662,8489,8307,182,48213,"Henderson County, Texas"
237323,29166,12783,16383,37007,18957,18050,43445,27119,16326,31414,23051,8363,39017,30946,8071,57274,50846,6428,48215,"Hidalgo County, Texas"
34132,1617,1117,500,3941,2360,1581,6474,4585,1889,3818,3154,664,5431,5039,392,12851,11985,866,48231,"Hunt County, Texas"
90839,9810,5383,4427,9637,5336,4301,15908,10718,5190,11697,10141,1556,14132,12421,1711,29655,27575,2080,48245,"Jefferson County, Texas"
59180,2718,2025,693,3475,2453,1022,6344,4801,1543,9522,8813,709,13088,12055,1033,24033,23362,671,48251,"Johnson County, Texas"
39049,1851,964,887,2773,1603,1170,4905,2648,2257,3876,2726,1150,7971,7182,789,17673,16532,1141,48257,"Kaufman County, Texas"
27468,1794,923,871,2396,845,1551,4887,3830,1057,3842,2559,1283,6249,5646,603,8300,7896,404,48291,"Liberty County, Texas"
115686,10782,6583,4199,12890,8727,4163,17774,12874,4900,15997,13002,2995,18218,16704,1514,40025,36646,3379,48303,"Lubbock County, Texas"
92158,8347,5335,3012,11113,7210,3903,14492,9989,4503,12875,10650,2225,15549,14429,1120,29782,27251,2531,48309,"McLennan County, Texas"
57636,2103,1134,969,4448,2545,1903,4771,3792,979,5470,4428,1042,9062,8226,836,31782,29984,1798,48329,"Midland County, Texas"
202797,10207,7963,2244,10166,7673,2493,20630,17326,3304,23579,20893,2686,33325,31086,2239,104890,101369,3521,48339,"Montgomery County, Texas"
23442,1736,933,803,3277,2025,1252,3848,3245,603,3761,3251,510,4559,3736,823,6261,5692,569,48347,"Nacogdoches County, Texas"
129987,8279,5118,3161,13840,7800,6040,18315,13302,5013,19078,16336,2742,22112,20212,1900,48363,46595,1768,48355,"Nueces County, Texas"
30047,1370,898,472,2776,2121,655,4023,3307,716,4923,3625,1298,5253,4624,629,11702,11079,623,48361,"Orange County, Texas"
46238,2889,1064,1825,1291,845,446,5290,4403,887,5335,4546,789,8774,6900,1874,22659,21808,851,48367,"Parker County, Texas"
45550,4779,2605,2174,5132,3492,1640,10917,7918,2999,6308,5889,419,8639,6909,1730,9775,8715,1060,48375,"Potter County, Texas"
49457,1600,1388,212,2511,1891,620,7179,5628,1551,5533,4719,814,10050,9734,316,22584,21874,710,48381,"Randall County, Texas"
22202,1942,843,1099,2007,913,1094,2384,1338,1046,3797,3031,766,4320,3329,991,7752,7420,332,48409,"San Patricio County, Texas"
77330,6939,4328,2611,6207,3911,2296,9712,8025,1687,10325,9045,1280,14063,12960,1103,30084,27519,2565,48423,"Smith County, Texas"
722473,32882,24001,8881,51410,39594,11816,95220,76645,18575,88080,78568,9512,134359,124845,9514,320522,313046,7476,48439,"Tarrant County, Texas"
49811,2994,2325,669,4420,2892,1528,9755,7154,2601,8863,6733,2130,7637,6664,973,16142,15544,598,48441,"Taylor County, Texas"
43301,2578,1084,1494,5088,2777,2311,5420,3675,1745,7579,6973,606,7961,6857,1104,14675,13005,1670,48451,"Tom Green County, Texas"
486548,26482,20768,5714,28717,21688,7029,47909,39027,8882,54902,48742,6160,81197,75902,5295,247341,240438,6903,48453,"Travis County, Texas"
31918,2598,758,1840,4000,1594,2406,5782,3100,2682,3521,2150,1371,5009,4225,784,11008,10514,494,48469,"Victoria County, Texas"
22693,4081,3158,923,2773,2682,91,3882,3092,790,2845,1873,972,2786,2214,572,6326,5934,392,48471,"Walker County, Texas"
75300,7664,2516,5148,9309,4328,4981,13019,9193,3826,10015,7474,2541,13511,11185,2326,21782,19522,2260,48479,"Webb County, Texas"
46757,4544,2545,1999,5561,3483,2078,7442,5516,1926,6635,5459,1176,7234,6572,662,15341,14924,417,48485,"Wichita County, Texas"
185345,4555,3563,992,6482,4628,1854,16388,14096,2292,17557,16418,1139,33917,31410,2507,106446,103479,2967,48491,"Williamson County, Texas"
22864,651,256,395,1013,514,499,2919,1557,1362,3049,2626,423,5101,4317,784,10131,9378,753,48497,"Wise County, Texas"
39224,2342,1759,583,2900,2168,732,6284,5335,949,4794,4014,780,8051,7397,654,14853,14379,474,49005,"Cache County, Utah"
104462,2527,1844,683,3746,2730,1016,9224,8268,956,11322,9704,1618,16882,15819,1063,60761,58917,1844,49011,"Davis County, Utah"
381831,14763,11624,3139,19724,13056,6668,39359,32594,6765,45371,40518,4853,74337,67914,6423,188277,181628,6649,49035,"Salt Lake County, Utah"
20411,698,275,423,1591,852,739,1868,1868,0,2575,2178,397,3868,3751,117,9811,9746,65,49045,"Tooele County, Utah"
171117,4837,3016,1821,8097,5434,2663,18616,15363,3253,20242,17369,2873,33105,30893,2212,86220,81838,4382,49049,"Utah County, Utah"
59863,2879,1968,911,4269,2737,1532,9628,8418,1210,9183,8317,866,12179,11347,832,21725,20680,1045,49053,"Washington County, Utah"
85615,4354,3424,930,4254,2994,1260,9592,7812,1780,10547,9264,1283,18029,16808,1221,38839,37326,1513,49057,"Weber County, Utah"
66095,3571,2395,1176,4926,3447,1479,6606,4794,1812,6677,5547,1130,11001,9826,1175,33314,30560,2754,50007,"Chittenden County, Vermont"
41956,1475,1193,282,3044,2394,650,5056,3331,1725,4344,3860,484,6000,5576,424,22037,20952,1085,51003,"Albemarle County, Virginia"
109940,3390,2688,702,4254,2228,2026,4647,3643,1004,6053,4642,1411,14355,12269,2086,77241,74934,2307,51013,"Arlington County, Virginia"
29783,1356,338,1018,2505,1101,1404,3486,2093,1393,4896,4077,819,6098,5237,861,11442,10453,989,51015,"Augusta County, Virginia"
31271,1123,555,568,2589,1633,956,4966,3688,1278,4053,3380,673,5792,5295,497,12748,11863,885,51019,"Bedford County, Virginia"
126748,3161,2194,967,5779,4004,1775,13071,10883,2188,13238,11848,1390,23961,22322,1639,67538,65363,2175,51041,"Chesterfield County, Virginia"
396628,10352,8249,2103,11572,9437,2135,22848,19149,3699,25141,22907,2234,43545,40864,2681,283170,278702,4468,51059,"Fairfax County, Virginia"
25134,918,900,18,894,780,114,2001,1566,435,1536,1348,188,4510,4121,389,15275,14569,706,51061,"Fauquier County, Virginia"
31551,359,310,49,1511,817,694,3504,2465,1039,3572,2912,660,5403,4763,640,17202,16192,1010,51069,"Frederick County, Virginia"
39929,816,628,188,2182,1049,1133,3041,2600,441,3543,2720,823,7040,5790,1250,23307,22583,724,51085,"Hanover County, Virginia"
129408,5470,4167,1303,8470,4988,3482,15179,11937,3242,18467,16128,2339,22310,20425,1885,59512,58490,1022,51087,"Henrico County, Virginia"
