id,total,i_under_050,i_050_074,i_075_099,i_100_124,i_125_149,i_150_174,i_175_184,i_185_199,i_200_299,i_300_399,i_400_499,i_500_over
26125,317128,6760,5119,3697,5335,7251,6792,4041,4361,34207,38884,41436,159245
26139,74706,792,582,893,1000,2245,2118,630,1191,13238,15651,10808,25558
26145,50638,2196,1656,2070,1884,1767,1486,1067,1896,9815,8298,5504,12999
26147,43184,1429,2110,1362,1043,1201,952,582,1036,7754,5984,5794,13937
26155,19116,625,344,299,706,523,567,366,732,4133,3487,1794,5540
26159,20700,697,735,781,232,770,713,258,350,3946,3479,3614,5125
26161,82598,3110,1131,1446,1845,1885,1769,909,937,8347,8683,9214,43322
26163,408205,34133,16851,16754,18350,16174,18229,7856,10309,63359,55630,41759,108801
27003,90726,1462,491,1302,1089,2429,1808,643,1851,10387,14760,14038,40466
27013,16209,199,473,886,720,737,323,246,462,2024,2020,3159,4960
27019,27536,187,46,147,117,233,253,79,142,2686,3198,4376,16072
27037,113191,1190,1066,2058,1791,1649,1984,1271,2148,10971,14387,16302,58374
27053,292301,6756,3682,5753,8570,6775,7789,2875,3629,31375,31904,31779,151414
27109,39793,713,418,211,1171,1200,830,269,734,4031,5601,5849,18766
27123,118943,5312,2552,3845,2184,3962,3724,1601,1561,16476,15156,12641,49929
27131,14748,539,175,111,473,442,406,205,334,1976,2395,1997,5695
27137,47595,1683,584,1379,970,1687,1444,774,999,7509,7554,7254,15758
27139,39923,447,134,1322,498,945,1083,151,756,4322,4784,4697,20784
27141,23539,191,519,417,422,668,434,359,269,2974,3754,4099,9433
27145,38320,423,1175,1365,1087,1637,1174,362,815,5942,6685,5714,11941
27163,68219,898,413,313,696,1335,282,605,580,7363,7553,8400,39781
27171,35755,427,160,496,420,863,797,137,430,3847,5611,5570,16997
28033,45993,1342,904,922,1433,1059,1961,655,1012,8201,6425,7585,14494
28035,14427,1049,745,579,879,1625,479,242,507,2889,1533,765,3135
28047,52963,5396,1432,1914,3135,1847,3125,544,1822,8863,6340,5958,12587
28049,52610,2632,1752,3035,3137,3218,2496,1079,943,10118,7842,4935,11423
28059,33753,2381,1212,1406,1005,1711,1317,268,941,6793,5130,3150,8439
28067,17400,651,923,1078,361,1022,582,255,203,3480,3040,3198,2607
28075,18858,1617,1256,809,1285,701,568,1104,829,3698,1973,1320,3698
28081,22217,629,383,620,1248,1066,1716,331,552,4014,2847,3250,5561
28089,29030,462,40,625,940,568,1001,642,825,3851,4137,3099,12840
28121,38785,542,1162,719,1041,1139,1189,299,1233,7938,5717,3774,14032
29019,39505,1195,1313,663,766,1066,1444,1191,902,5826,5031,5258,14850
29021,20116,775,503,751,965,1153,374,405,652,3691,2970,2302,5575
29031,18641,538,387,693,526,854,844,161,456,3853,3590,2572,4167
29037,29713,493,392,1104,259,379,1097,753,424,4725,5161,4118,10808
29043,22064,485,230,513,1113,776,770,293,469,4678,3700,3227,5810
29047,60259,1648,310,721,1966,2047,1593,586,1446,8630,9344,8859,23109
29051,19670,378,195,490,495,1061,955,0,434,3399,3237,2179,6847
29071,27834,727,366,474,408,1461,821,631,873,5025,5831,3484,7733
29077,72929,2594,1609,2617,2902,3503,1981,2230,3392,12739,12795,9680,16887
29095,170337,5955,4617,5272,6328,6778,5877,3769,3899,29100,24751,21126,52865
29097,31070,1777,856,1710,2232,1345,1396,348,1013,6097,5107,2599,6590
29099,60625,1733,1511,679,1096,1425,1488,923,1478,11253,10187,9934,18918
29165,26487,513,121,249,469,1183,527,280,710,3026,3149,3881,12379
29183,104615,1398,805,1781,1870,1068,1582,762,1492,12614,17834,14106,49303
29187,16935,1075,313,1021,228,138,1520,248,489,3024,3470,2835,2574
29189,261684,7260,5339,5325,7483,5202,7213,3944,4398,33423,35808,30319,115970
29510,63899,6480,2267,2085,2808,3544,2080,1144,1580,8442,8192,6090,19187
30013,22216,497,801,642,881,554,1354,763,385,4391,3760,2297,5891
30029,24783,759,380,915,1132,1574,1049,316,161,4197,3646,3279,7375
30031,25853,508,52,50,433,996,987,439,665,3849,3336,4442,10096
30049,16679,556,638,463,438,72,378,0,481,1926,2876,2429,6422
30063,30045,532,231,839,867,471,1408,495,1403,5975,4225,3561,10038
30111,40412,1045,568,1200,1316,1226,1576,539,561,6286,6658,6788,12649
31055,134887,3084,3489,2822,3850,3782,5186,2750,2987,18736,18890,18256,51055
31109,73258,2113,903,1940,3054,1411,1676,1232,1153,12269,11611,10239,25657
31153,45555,566,601,431,1279,1074,1307,307,655,6961,6654,5958,19762
32003,507341,19660,13475,17833,19262,23088,22775,8346,13855,92105,72515,52868,151559
32031,110715,2684,2082,2760,3940,1972,4007,1778,2213,19275,15852,13649,40503
33005,16932,215,421,510,432,259,628,80,94,2086,3126,2717,6364
33009,21676,502,145,549,356,778,660,546,348,4042,2371,2211,9168
33011,104043,2086,1255,1935,2774,1824,3330,1091,1111,11855,12709,13327,50746
33013,38014,875,181,365,508,588,779,406,1119,5543,5423,4677,17550
33015,82901,1564,703,884,790,888,869,819,723,8680,11568,8527,46886
33017,29606,942,163,219,835,647,703,36,480,3333,4420,4307,13521
34001,64492,2749,1684,2156,2257,2292,1449,936,1496,9811,8365,7363,23934
34003,243393,5016,3719,5156,4115,4808,5578,2116,2595,22556,23859,24336,139539
34005,115839,1841,658,1810,2142,2755,2159,989,1350,14130,14900,13492,59613
34007,122775,4615,2881,3932,4278,4806,4206,1751,2525,13602,14325,14588,51266
34009,25773,790,690,359,1057,456,557,115,677,3096,3511,3721,10744
34011,34428,1115,1860,566,3481,1044,1427,1056,783,5214,3540,4897,9445
34013,189597,10562,6470,6159,8719,5544,7262,2523,2550,24307,21086,17468,76947
34015,69496,1457,622,928,1103,1161,1144,351,1251,8117,9288,9709,34365
34017,158957,6281,5415,6776,6984,6096,5568,1366,3305,21253,17956,16683,61274
34019,35139,616,197,474,407,545,484,490,115,1441,3612,3126,23632
34021,89807,2388,2333,1505,2181,2419,2682,1627,1060,11081,8309,8746,45476
34023,207900,5809,2117,4789,5040,3573,4572,2541,3231,25205,24356,25751,100916
34025,163558,4272,1346,2053,2100,3282,3015,892,1995,14260,16732,13782,99829
34027,127292,2203,345,1319,1112,1457,1876,732,426,9167,11622,13871,83162
34029,150140,4826,2061,2824,3359,3971,4965,1883,3099,21333,21603,17643,62573
34031,125204,4878,3753,4803,5548,4718,3703,1494,2402,17439,14202,15471,46793
34033,16345,718,243,455,996,769,604,130,391,1798,1537,2347,6357
34035,88135,1066,783,832,923,1147,1476,1140,641,6148,7076,7902,59001
34037,38434,691,309,416,470,714,648,770,445,3916,3830,4458,21767
34039,137761,2394,1766,3082,5121,3525,4252,1498,1968,16555,17248,15149,65203
34041,27171,672,107,182,448,781,624,415,415,3490,3049,3245,13743
35001,159729,9357,5139,4920,6610,7549,5179,2319,4378,25187,23343,17105,48643
35005,15991,509,908,1037,1508,787,1242,615,456,2627,2501,1306,2495
35013,52763,3744,2949,4941,4135,2899,2423,1256,1302,8388,5705,4137,10884
35025,16252,1197,457,555,951,823,480,410,510,3560,2689,1030,3590
35031,14809,1829,1400,915,1269,951,1049,469,493,2084,1609,980,1761
35035,13748,1206,311,530,936,395,1096,138,155,2241,2698,1678,2364
35043,36841,1357,654,738,1142,1244,1464,881,743,7521,6812,3440,10845
35045,29548,2745,1213,1852,1785,1448,1992,914,697,4210,4326,2830,5536
35049,36488,888,454,1345,2007,1233,1535,932,1163,5127,4854,3220,13730
35061,18194,878,721,470,511,1880,959,662,364,2430,3708,2274,3337
36001,72332,2642,1024,1446,2056,1959,2083,1525,1332,7890,10679,7859,31837
36005,323214,35687,22280,20619,20080,19062,17528,8203,9395,51867,40026,25156,53311
36007,44761,2487,1182,1875,2063,1269,2158,728,867,6684,6395,5675,13378
36009,21167,737,971,938,1151,525,1139,294,798,3869,4108,2523,4114
36011,18400,388,492,588,666,573,764,350,461,3491,2862,1888,5877
36013,31831,1640,1029,1778,947,1336,1310,658,861,5450,4502,4313,8007
36015,20837,743,291,478,591,801,1932,338,515,3522,2670,3092,5864
36019,20558,462,704,562,1005,760,716,582,397,3338,2925,2568,6539
36027,71635,1800,1234,1629,2105,1307,2234,1261,1407,6019,7660,7903,37076
36029,230402,9428,6213,5929,8238,7161,8430,3652,4209,32770,33170,27599,83603
36045,27993,823,447,604,775,1490,1556,792,495,5975,4944,3316,6776
36047,591462,35407,25768,29815,29557,24892,23551,10149,15745,80034,63002,58605,194937
36051,15133,486,222,76,459,343,516,198,57,2832,3016,1673,5255
36053,17590,372,622,121,581,848,279,336,458,2753,3137,2118,5965
36055,180738,7566,4637,5204,5358,7030,5267,2336,3576,21981,23319,24221,70243
36059,340833,5601,3830,4685,5824,4642,6941,3884,3927,28464,30929,33516,208590
36061,319832,15225,10978,12468,10853,11490,9760,2809,5049,29472,26960,18673,166095
36063,55135,2435,1929,1177,1627,1596,1910,600,1323,7881,8138,7894,18625
36065,56426,3014,1519,1571,3138,1879,2591,1358,839,9698,6576,7065,17178
36067,115176,5122,2777,3267,3150,3217,3493,1758,2232,15895,16425,13059,44781
36069,27228,763,362,630,589,583,702,597,564,4127,3288,3952,11071
36071,90988,2862,2690,2157,2998,2130,3579,1568,2424,10542,10308,10015,39715
36075,29546,1929,586,929,1300,712,1093,594,498,4533,4113,3810,9449
36079,27274,395,394,463,82,389,613,69,166,2235,3708,3144,15616
36081,539742,16145,13625,19190,21978,25341,25822,12312,14885,82709,70196,55940,181599
36083,40079,1305,1194,630,799,508,1303,426,749,4220,5060,6956,16929
36085,118442,4911,2710,2900,2452,3614,2300,1321,2026,13576,15973,12910,53749
36087,74783,2421,2716,2299,2546,2153,2825,912,882,7027,7723,5769,37510
36089,25979,1059,861,740,1259,892,843,694,795,3995,4982,3046,6813
36091,60841,930,487,499,753,779,2072,806,900,6044,7232,7277,33062
36093,31289,580,670,507,901,1219,661,840,413,4444,4285,3790,12979
36101,25411,490,591,821,908,1004,1090,647,495,4003,4425,3430,7507
36103,360416,6930,5518,5061,5316,7611,8052,3458,5066,36399,38228,38131,200646
36105,17487,649,582,669,1095,970,663,395,172,2977,2125,2401,4789
36109,20642,279,612,248,521,1119,247,412,365,2654,2938,2670,8577
36111,42744,817,1518,816,966,1548,1605,513,287,5348,7049,4993,17284
36113,17052,307,457,666,477,414,403,132,334,2688,2774,1499,6901
36117,24444,404,708,228,534,831,686,175,453,4403,4488,3652,7882
36119,238521,4726,3507,4465,6061,5117,4628,2625,3332,23747,22644,19993,137676
37001,40499,1528,1141,850,1980,1572,1932,651,1575,7122,5908,4456,11784
37019,38908,1084,450,785,1126,1137,600,910,631,5821,6688,6071,13605
37021,62390,955,1284,1381,1948,2986,2127,1401,1157,10373,9234,7682,21862
37023,23863,654,1173,616,1794,1250,1146,258,516,4836,3105,2705,5810
37025,54401,2154,773,1277,2157,1184,1715,1109,1137,8255,7560,7446,19634
37027,22449,925,857,1310,1860,1287,891,1077,492,3302,3643,2498,4307
37031,18202,322,190,135,370,667,1275,230,607,3013,3607,1989,5797
37035,43671,1303,1940,1314,2043,1760,1830,1647,1003,8020,6591,5715,10505
37037,20178,532,246,442,532,420,714,197,593,2881,1836,2116,9669
37045,23916,1534,1293,1056,1205,1338,999,337,845,4499,3262,3522,4026
37049,27544,1448,1135,555,1238,837,1068,833,821,5334,3409,4093,6773
37051,80255,4129,3442,3735,4252,3941,4050,2635,2345,14633,11177,7704,18212
37057,47046,2561,2024,1500,1976,2773,2501,1680,1124,7658,6703,6232,10314
37063,74670,2482,1921,2251,2033,2738,3114,1938,2021,10291,8698,8945,28238
37067,92137,5179,2599,3873,3323,3867,4017,1935,1754,15869,12605,9827,27289
37069,19248,210,679,518,756,798,619,478,436,3771,1899,2827,6257
37071,56260,2417,1237,1493,1495,2912,2700,1207,1505,9703,10130,6623,14838
37081,133620,6695,4346,4837,4103,5914,6368,3431,4466,20099,17151,14106,42104
37085,32968,1204,1380,1446,1453,2210,1528,493,1127,6533,5275,3417,6902
37089,32138,831,270,844,1011,1041,704,765,661,6629,5507,3391,10484
37097,50844,1162,1177,1348,1396,2134,2202,792,2272,8738,8867,4779,15977
37101,51274,1039,881,1941,2027,2697,3292,2098,746,8493,7913,5678,14469
37109,24405,1134,467,549,330,157,877,466,316,4949,3896,3191,8073
37119,257010,7813,5279,8447,7868,8247,9590,4741,5822,37831,31060,26930,103382
37125,26079,872,735,263,1048,528,944,173,1187,4192,4760,2712,8665
37127,24960,1267,132,979,1039,758,426,1007,810,6561,3307,2398,6276
37129,53225,3123,790,682,1630,1405,1209,1524,1371,8093,8170,7575,17653
37133,48917,2662,2303,1294,2092,1844,3200,799,1626,10480,8373,5215,9029
37135,32935,1290,63,367,279,1524,1253,977,617,3586,3330,2204,17445
37147,38161,2649,923,1618,2382,1260,1933,712,1732,6996,4077,4490,9389
37151,38557,2261,897,897,1605,1791,2268,782,1119,8495,5296,4462,8684
37155,30683,2889,1187,1731,2397,2179,2279,977,900,5176,4408,2987,3573
37157,25147,1376,800,1663,884,946,1219,926,211,5359,3907,2685,5171
37159,35893,1896,1258,2079,1624,1956,885,480,721,6979,5430,4869,7716
37161,17833,1266,546,1045,641,1366,362,366,510,4557,1616,2526,3032
37171,18984,549,552,848,577,1264,1310,371,360,3635,2704,1866,4948
37179,61323,884,654,1034,1888,1898,1830,465,1412,8335,8949,7899,26075
37183,271974,5747,2934,4959,6850,6680,6149,3352,4409,33959,30187,34183,132565
37191,32860,1790,1450,2657,1568,2217,1110,1121,1436,6028,3191,3943,6349
37193,19108,1031,817,814,721,473,913,242,889,3926,3496,2012,3774
37195,18572,1628,733,359,1328,910,961,209,272,2618,2345,2135,5074
38015,25038,166,149,252,337,560,383,99,393,2976,4654,3655,11414
38017,41846,862,615,1123,935,1078,669,772,996,5259,4957,6149,18431
38035,17304,412,115,440,865,373,1098,243,653,2067,2962,1645,6431
38101,14737,287,42,247,277,333,532,0,476,2449,2192,2521,5381
39003,25968,792,586,658,1206,1211,998,155,562,6451,4142,3038,6169
39007,22124,1205,681,1323,990,736,552,501,364,3891,3264,3474,5143
39009,11577,704,621,908,140,613,390,216,240,1610,2270,1037,2828
39013,14724,329,441,346,711,524,783,254,452,2809,2956,2338,2781
39017,94760,3514,2109,1729,3292,2826,3638,2015,1729,14907,13441,12059,33501
39023,34548,1297,1421,847,1165,1322,1926,926,915,6306,6241,4224,7958
39025,51525,933,824,589,1529,1411,1219,627,1233,8240,8845,7273,18802
39029,26096,1136,739,1080,831,1363,1229,749,970,4631,4219,3269,5880
39035,295330,16860,11198,10534,10851,10445,11132,3784,6598,44610,37643,32457,99218
39041,53224,467,252,536,433,1021,694,264,736,5315,6683,6143,30680
39043,19697,301,580,480,905,755,1536,150,484,3278,3085,2714,5429
39045,40227,1063,173,1325,1369,1350,1944,785,622,5388,5426,5893,14889
39049,301328,12325,8988,9633,10233,11892,11077,4106,5810,45032,39204,35082,107946
39055,25274,220,216,264,874,513,500,162,783,2296,3797,3195,12454
39057,43123,1374,678,1509,762,1031,1358,810,681,5361,6254,5410,17895
39061,200962,10304,4872,6298,5721,5897,7807,2398,3522,29603,25690,23794,75056
39063,19705,787,97,269,176,687,504,265,714,3183,3393,3489,6141
39081,16722,683,654,944,489,854,674,452,566,2422,2987,2206,3791
39085,61277,795,729,1083,884,1607,1729,645,1003,10148,11752,8618,22284
39089,44495,1496,733,547,1282,984,2089,484,468,6719,6596,7103,15994
39093,80178,3761,2038,3476,2425,1709,2188,1082,1717,11620,12618,9447,28097
39095,103610,6516,3816,3076,5423,4577,4943,2016,2679,16281,13100,11943,29240
39099,59412,2833,2240,2560,1495,2863,2531,649,1479,8763,8690,9710,15599
39101,14270,960,434,407,890,716,651,198,525,2744,2482,1348,2915
39103,52471,933,758,1341,449,977,967,604,1333,7013,7709,8377,22010
39109,26294,538,241,271,701,449,720,423,394,4728,4488,3797,9544
39113,131352,6862,3975,5405,4204,3925,5769,1465,2682,20651,19194,15832,41388
39119,22554,935,1365,726,838,835,660,589,723,4051,3592,3021,5219
39133,38898,1391,787,465,1182,978,928,884,695,4278,6209,5544,15557
39139,30700,1037,1045,1265,695,1695,2250,340,815,5078,6358,3721,6401
39141,19678,1592,671,510,1434,681,514,581,744,3225,3410,2195,4121
39145,19352,1721,644,969,933,1087,1152,402,585,2783,2923,2650,3503
39151,94986,4282,2748,3232,2672,2669,3170,1802,3168,17123,15277,12074,26769
39153,135033,3954,3783,2601,3938,3401,5396,2053,2912,19012,18946,19809,49228
39155,51155,3202,1840,2254,1969,2778,1771,318,1207,9220,7667,6649,12280
39157,23757,554,312,1338,648,536,1148,788,656,4715,3389,2922,6751
39165,64821,960,1063,774,984,1382,1901,333,704,6471,10218,9424,30607
39169,29166,282,137,864,860,900,1744,638,428,6375,4880,4274,7784
39173,30674,579,465,1268,1054,399,833,311,534,4409,4421,4510,11891
40017,33681,291,604,433,625,980,907,624,640,6723,6043,4554,11257
40027,74314,3056,1248,997,1972,3076,3435,1827,2210,12351,11786,9063,23293
40031,28582,1267,1144,1132,1164,1237,1011,478,585,6007,4741,3642,6174
40037,19555,720,465,714,661,876,539,513,581,3850,3431,2053,5152
40101,18393,759,358,654,1054,778,1374,480,332,4082,2552,2307,3663
40109,186085,10675,6320,8300,7452,7339,8050,3256,4940,31407,25296,17861,55189
40119,16198,369,694,825,371,466,777,125,598,2468,3027,1624,4854
40125,18842,1413,580,747,415,1009,924,384,531,3265,3569,2391,3614
40131,26043,996,400,667,519,1137,869,383,583,4293,4069,3609,8518
40143,158364,7401,4125,5326,4724,6396,6653,2433,3918,25580,23538,17487,50783
40145,22783,540,696,469,450,548,1073,323,647,4165,4317,2364,7191
41003,20800,821,166,331,299,645,484,438,562,2218,3274,2114,9448
41005,112337,2391,1184,1813,2565,1301,2372,1771,1873,13989,16340,12897,53841
41017,51474,1502,1099,1028,1609,1993,1055,796,936,6844,7577,6412,20623
41019,29874,997,788,876,1446,2184,1011,537,1095,6591,4660,3478,6211
41029,57462,2502,1667,1565,1421,2389,1811,1270,1674,9446,9733,6871,17113
41033,23893,2061,533,320,1073,532,1005,1211,870,5004,3037,2790,5457
41035,16551,514,909,869,669,987,644,88,414,3193,2350,1965,3949
41039,91178,3893,2501,3480,2960,3763,2797,2107,1561,14425,14397,11555,27739
41043,33226,1014,796,1360,1364,1986,793,613,803,6840,4667,5203,7787
41047,81647,3184,3285,2787,3535,4051,3844,1162,2554,13871,12331,9986,21057
41051,175694,5063,2857,3692,7261,4462,4514,2466,3197,22234,22290,17723,79935
41053,21756,715,579,1093,728,562,734,587,885,3113,2635,3265,6860
41059,17297,1167,620,624,1085,691,843,281,277,2652,3032,2474,3551
41067,149665,2434,2661,3061,2721,3042,2844,882,3401,19416,17805,19606,71792
41071,24476,1180,529,770,409,1357,1150,252,317,3495,3272,3244,8501
42001,27421,693,299,300,525,895,729,480,817,4237,5513,2483,10450
42003,303257,9034,6299,6078,8604,8764,9197,3018,4364,38346,41545,38182,129826
42005,17972,244,110,261,684,482,1189,373,904,3614,3000,2456,4655
42007,45627,1355,651,1180,1299,1431,1452,873,1130,8035,7227,6714,14280
42011,108057,4132,1866,2801,3134,2713,2991,2085,2671,17540,14797,14858,38469
42013,32833,639,1800,659,835,977,1302,1075,926,5277,5415,5636,8292
42017,171229,2635,1718,1671,1977,3005,4738,1225,1770,19637,20147,21956,90750
42019,51885,916,1167,657,1523,1156,1474,447,757,7286,7550,7255,21697
42021,35505,1470,960,1057,1175,1270,1557,436,757,6982,5687,4695,9459
42025,17193,985,376,207,509,592,1468,308,472,3123,2104,2282,4767
42027,32350,710,223,409,765,750,1282,243,555,5435,4463,4186,13329
42029,138582,2510,2305,1365,3043,1501,1451,1040,1619,10631,15768,16358,80991
42033,20941,907,576,939,835,840,980,321,605,4065,3978,1832,5063
42037,14947,243,289,184,320,362,399,366,684,3036,2546,2130,4388
42039,21985,467,414,885,677,880,883,574,569,5094,3701,3124,4717
42041,63498,1146,203,743,1125,1197,1641,961,1201,8062,10820,7989,28410
42043,69919,3110,1322,2565,2936,1497,2687,1055,1107,11246,8311,8075,26008
42045,139055,2891,2526,2735,3219,2491,5540,2872,2076,18609,17714,14633,63749
42049,68334,2738,1452,2561,2337,4067,2360,1568,1561,12174,11850,7640,18026
42051,37447,1550,1115,1138,1426,1393,1332,651,1154,6497,6448,5149,9594
42055,43935,1554,1255,1220,1175,1044,1586,292,1491,8413,7212,5425,13268
42063,21675,512,670,410,1478,368,736,278,694,4470,3920,3141,4998
42069,53538,2172,1341,1525,2248,2115,1653,768,1656,9488,7535,8025,15012
42071,140049,2102,2004,2528,4228,4095,4737,2621,2983,23059,23893,18638,49161
42073,24528,1363,742,790,1120,1045,1084,449,1017,3853,3660,3709,5696
42075,38309,1339,1014,690,1558,1425,1330,631,1360,5655,6966,5283,11058
42077,90549,2929,2019,3302,2659,2551,3134,1654,1470,15206,12978,10068,32579
42079,80556,4298,2270,2424,2789,3137,2761,1064,1893,13858,12146,10853,23063
42081,29131,1273,165,1149,787,590,1209,616,737,5559,5147,3934,7965
42085,29050,1454,1309,730,905,1072,566,334,873,6353,4651,4181,6622
42089,38090,1795,599,1472,827,1082,1204,305,936,6234,6447,4696,12493
42091,217738,3389,1835,2832,3484,4877,3517,1968,2517,23019,25608,24860,119832
42095,77576,2106,1280,1800,2821,1481,2109,916,1588,10909,12785,9241,30540
42097,24812,844,580,620,945,1315,1137,775,571,4818,3951,3512,5744
42101,325909,26766,17051,18658,17180,16426,14844,6187,8727,46153,43507,28334,82076
42107,36189,1828,813,448,1844,669,2481,663,756,6352,5829,4811,9695
42111,20003,596,316,596,487,853,1080,857,296,4257,3723,2157,4785
42125,54054,1414,839,767,1153,1489,1436,821,1883,7793,7821,7936,20702
42129,97065,2700,1511,1385,1331,3288,3421,1477,1681,16163,15411,14063,34634
42133,120331,3933,1372,1949,3328,3960,3811,1666,2466,20075,18558,15784,43429
44003,42333,983,180,357,922,1535,939,281,429,7598,6180,5269,17660
44005,20562,253,243,470,270,630,528,0,300,2111,1719,1957,12081
44007,138683,7296,4500,5940,4662,4843,5262,2277,3176,17655,20603,17243,45226
44009,33596,438,340,878,720,527,224,107,395,3346,4477,3870,18274
45003,44856,1490,455,2197,1192,2903,1464,580,793,7901,7666,4645,13570
45007,52409,1815,1748,1360,1368,2513,2420,941,1161,9764,9659,6025,13635
45013,52507,1633,1166,1597,749,2125,1454,1596,1486,8480,6606,5771,19844
45015,55010,1722,1220,2142,1571,2518,2564,986,736,8275,9642,7229,16405
45019,93097,3360,2045,4150,3318,3353,3742,1152,1244,11432,8811,9726,40764
45031,15322,1415,882,562,587,1276,981,366,284,2395,1988,1907,2679
45035,39863,1518,661,1338,1623,607,932,893,567,6111,6851,4367,14395
45041,34199,1811,860,1394,1847,1918,1598,365,968,7032,5333,2683,8390
45045,124883,4354,1768,3166,4456,4179,4762,2120,3071,18743,19620,15444,43200
45047,18700,1227,728,380,439,1374,384,987,925,3713,2911,2936,2696
45051,81977,3749,1951,2665,2536,3187,3819,1281,3113,14808,14595,9696,20577
45055,17157,1325,420,641,533,1168,953,465,731,3234,2362,1877,3448
45057,26981,1077,892,1242,718,1133,889,270,309,4151,4580,2573,9147
45059,17551,1226,547,664,788,1158,1029,282,768,3902,2149,2173,2865
45063,76627,2754,2160,2688,2907,2531,3354,1273,1243,13356,11716,9123,23522
45073,19747,1070,680,505,519,474,720,701,467,3715,2689,2778,5429
45075,20665,1716,1034,1739,710,1674,755,416,917,4372,2864,1601,2867
45077,28804,564,666,816,946,1552,1716,946,850,4623,5058,2598,8469
45079,92710,4578,2683,2577,3536,4730,4580,2137,1818,16101,9747,12969,27254
45083,80444,3595,879,3359,3165,2999,4380,1110,1952,15630,14509,8743,20123
45085,28662,1425,1058,1636,1837,1997,1073,578,976,6029,3604,2339,6110
45091,67642,1478,836,1559,2199,2680,1711,1354,1408,9333,10250,9150,25684
46099,47106,803,840,1521,1212,1341,1607,1313,962,7836,9235,6319,14117
46103,27749,768,974,944,1122,336,859,76,887,4646,3770,4241,9126
47001,18778,986,680,1057,943,686,1040,232,131,2970,3317,1553,5183
47009,38384,1255,484,1112,1257,1993,924,784,1079,7852,5888,5726,10030
47011,26252,1202,466,1044,1027,1701,1406,635,330,5980,3533,3488,5440
47037,159825,8110,4954,7400,6207,7078,4043,4428,3985,19643,20069,18008,55900
47059,19095,963,476,609,1348,1454,1172,89,752,2869,3701,1578,4084
47065,91666,3511,2444,1728,3935,2556,2395,1898,2506,14406,14212,12575,29500
47093,115889,4182,2652,2415,3085,5031,3521,2076,2506,19693,17364,13912,39452
47113,24957,2050,871,997,933,1152,564,100,654,4805,2441,3202,7188
47119,24730,616,1042,736,1100,604,1484,675,710,5071,3714,2392,6586
47125,52385,1840,1599,2109,1974,3332,2781,902,2787,9080,8644,4907,12430
47141,21230,285,366,741,465,1920,1437,756,908,4017,3033,2816,4486
47147,21004,555,345,916,658,695,457,494,735,2910,3733,2984,6522
47149,79776,2020,1687,1583,2531,3019,2841,1103,1754,14711,13167,12208,23152
47155,25822,1057,907,772,1446,1352,1090,582,1108,6383,3590,2445,5090
47157,214219,16175,10103,8405,9134,8332,10291,3837,5080,31213,28026,21160,62463
47163,39586,2410,1131,2595,1135,1350,1620,557,1487,7056,5924,4761,9560
47165,49307,1284,1215,922,733,1824,1660,847,1196,8134,7106,6020,18366
47179,34181,1274,398,1423,2068,1142,1640,212,310,6638,4943,4782,9351
47187,63944,584,331,515,617,633,575,345,1538,5395,7022,8744,37645
47189,38241,1659,354,167,1038,872,965,440,511,6032,5871,4376,15956
48005,21615,1397,407,1414,990,2065,1558,805,656,3007,3121,2618,3577
48021,18858,1015,1054,306,537,371,574,337,574,2277,2761,2909,6143
48027,83783,3585,3002,1951,3876,4567,4486,2157,1334,16003,11874,8583,22365
48029,411518,19456,15859,19010,17035,19570,18058,7006,10984,67337,57169,46946,113088
48037,23551,2208,899,846,921,744,1136,820,732,3882,2498,2884,5981
48039,86582,2398,1735,1991,2181,2455,2323,1856,1301,11946,14764,9439,34193
48041,42273,1492,2061,1446,2117,1596,1782,470,842,6586,5502,4014,14365
48061,99070,9426,7076,8803,7355,7259,6401,2279,3615,15955,12051,6755,12095
48085,253044,5731,2649,3009,4751,5610,4637,1819,3057,27264,29133,32059,133325
48091,38383,1049,303,290,1208,1518,1857,205,508,4828,4552,4514,17551
48099,14496,697,671,522,1056,1051,1104,363,453,2128,2499,2000,1952
48113,601367,25754,16849,22277,30457,28266,32864,13668,17651,100020,78328,57033,178200
48121,212406,4258,1905,2928,3804,3439,3982,1885,3053,23036,28995,25766,109355
48135,38983,1415,690,1300,1062,2614,1701,485,1000,5322,6190,4513,12691
48139,46089,970,773,1197,1174,2183,686,548,579,7235,7951,4903,17890
48141,190227,11362,11722,10696,12812,12982,12047,4767,8031,34382,23670,13865,33891
48157,199146,5142,2895,4824,4541,5062,5805,1974,2965,23950,26302,23975,91711
48167,82957,3085,2561,2037,1583,3133,2800,978,1836,9183,11238,9861,34662
48181,31837,1292,437,828,888,1572,2027,741,1516,4403,5595,4597,7941
48183,29512,1223,1228,681,642,1429,1128,338,690,4486,6371,2741,8555
48187,41568,661,665,1068,1102,1089,1315,840,664,6255,5661,6000,16248
48201,1102826,62252,39357,47679,53352,55314,49992,23176,26157,171984,134530,101535,337498
48203,15766,701,241,257,1101,1177,866,132,252,2307,2463,2087,4182
48209,48342,1337,532,1837,887,1472,731,640,1429,6367,7953,6503,18654
48213,20780,1206,1242,853,636,1057,1719,345,705,2994,3071,1887,5065
48215,190170,20984,15033,16925,13962,13399,10306,3635,5740,30157,21309,13443,25277
48231,23519,553,670,647,1001,804,1228,685,418,4429,3153,2949,6982
48245,58949,4642,1609,2293,3104,2671,4253,883,1039,8121,8292,6807,15235
